year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,101,114,89,75,104,91,99,129,97,72,76,114,97,85,82,109,128
2011,100,112,88,75,102,90,99,128,96,71,76,113,96,83,81,109,125
2012,103,116,90,77,105,93,102,132,98,73,79,116,98,85,83,112,126
2013,106,119,91,79,108,95,104,136,100,75,81,118,100,87,84,115,128
2014,107,121,92,80,108,96,106,139,100,76,83,120,101,87,85,116,128
2015,109,123,93,81,109,97,108,143,101,78,84,122,102,88,86,118,129
2016,110,124,93,82,110,98,110,147,101,79,84,124,102,89,87,119,129
2017,112,127,94,83,111,99,112,150,102,80,85,126,103,90,87,121,131
2018,114,129,95,85,112,100,115,151,102,82,87,127,104,92,89,123,132
2019,117,132,98,88,116,104,120,158,105,85,90,131,107,94,93,128,135
2020,122,136,103,94,122,108,124,161,111,90,95,135,112,100,98,132,141
2021,128,142,107,98,127,113,130,168,114,94,99,141,117,104,102,136,145
2022,132,148,109,102,130,117,135,176,117,98,102,146,120,108,105,141,149
2023,137,153,112,105,134,120,140,184,120,101,106,152,123,111,108,145,153
2024,141,159,116,108,139,124,146,191,123,104,109,157,127,114,111,149,157
