year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,101.60,98.64,82.42,107.47,119.12,112.03,95.07,114.35,105.98,135.96,86.97,96.48,92.28,105.67,93.47,85.75,102.97
2011,92.78,93.79,81.64,84.47,106.01,97.53,80.74,110.60,97.81,87.02,106.20,96.59,84.64,88.55,90.85,83.63,103.68
2012,94.17,106.58,87.20,88.25,98.45,99.80,80.45,112.08,97.92,84.75,90.57,99.44,85.35,88.56,86.24,85.25,107.37
2013,95.87,97.72,89.94,97.35,109.23,102.82,85.78,109.22,103.23,84.02,91.73,97.01,88.64,93.35,94.52,84.77,114.94
2014,98.91,100.94,88.61,85.68,102.68,104.38,91.09,114.89,106.60,89.43,99.83,99.51,93.24,95.45,101.91,88.16,122.75
2015,100.94,98.16,95.37,83.67,99.66,109.58,95.83,115.17,110.46,87.22,98.16,104.86,95.37,93.27,99.74,101.57,116.34
2016,101.52,99.26,93.76,87.36,106.28,115.56,97.06,118.45,109.22,87.53,99.33,99.98,100.38,95.65,94.70,95.65,106.50
2017,112.18,112.61,105.40,108.24,117.99,119.25,108.44,127.77,123.50,97.73,107.34,109.40,106.43,110.81,109.73,107.48,115.95
2018,121.02,113.90,107.30,108.33,127.20,130.38,114.05,138.96,132.62,114.35,120.35,122.51,116.92,118.14,124.97,116.03,125.49
2019,128.01,126.34,111.14,118.92,141.46,134.01,119.32,140.75,141.61,120.44,135.21,121.13,122.48,131.94,140.50,122.53,141.58
2020,144.40,152.08,138.20,141.19,150.22,156.14,131.86,149.73,161.14,141.28,149.07,135.30,132.70,151.66,153.07,134.01,174.48
2021,143.61,151.51,134.72,133.34,156.24,153.72,136.19,154.03,158.70,132.03,147.17,134.97,132.34,147.54,144.46,136.90,168.04
2022,219.90,204.09,232.71,228.57,184.71,179.68,318.57,248.62,217.54,171.02,248.44,160.20,211.95,195.84,204.52,164.11,297.48
2023,219.43,210.93,228.96,240.55,216.87,204.51,276.36,234.81,221.57,190.91,246.63,167.51,219.10,204.68,211.71,179.42,242.70
2024,241.74,238.35,226.16,243.77,263.31,234.04,272.94,280.85,324.58,212.93,250.22,197.12,221.31,241.88,238.72,200.51,256.91
