REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,2.9,3.2,3.2,3.4,3.4,3.4,3.3,3.0,3.0,3.0,2.9,2.8,3.0,2.9,2.7
Dolnośląskie,11.5,12.0,11.8,11.9,11.9,12.2,12.3,12.1,11.7,11.8,11.4,12.1,12.4,12.2,12.1
Kujawsko-Pomorskie,1.1,1.2,1.1,2.2,1.7,1.6,1.5,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7
Lubelskie,2.2,2.4,2.9,3.2,3.1,3.2,3.8,3.0,3.5,3.3,2.8,2.7,2.7,3.0,2.9
Lubuskie,0.9,1.1,0.9,1.0,0.9,0.6,0.5,0.6,0.6,0.6,0.7,0.6,0.8,0.7,0.7
Łódzkie,2.4,3.1,3.2,3.6,4.0,4.4,4.4,2.8,4.0,3.4,3.0,3.2,4.0,2.6,2.6
Małopolskie,1.8,2.0,2.0,1.9,1.8,1.8,1.4,1.7,1.9,1.9,1.5,1.3,1.4,1.3,1.2
Mazowieckie,1.1,1.4,1.1,1.3,1.3,1.1,1.0,1.0,1.1,1.1,1.1,1.1,1.4,1.3,0.7
Opolskie,0.8,1.0,0.9,1.5,1.8,1.7,1.7,1.7,1.8,2.0,1.5,1.2,1.6,1.7,1.3
Podkarpackie,0.5,1.0,0.7,0.8,0.5,1.1,0.7,0.4,0.4,0.4,0.5,0.3,0.4,0.4,0.4
Podlaskie,0.6,0.6,1.2,1.5,1.1,0.7,0.6,0.9,0.7,0.4,2.0,0.8,0.6,0.6,1.0
Pomorskie,0.8,1.1,1.3,0.9,1.0,0.7,0.9,0.7,0.9,0.4,0.8,0.8,0.9,0.8,1.0
Śląskie,7.7,7.6,8.0,8.4,8.5,8.0,7.4,7.0,6.3,6.7,6.2,6.3,6.7,6.9,6.4
Świętokrzyskie,1.5,1.5,1.8,3.5,3.8,5.7,5.6,3.5,4.0,4.1,3.8,4.3,4.0,4.4,4.5
Warmińsko-Mazurskie,0.7,0.6,0.6,0.8,0.9,0.7,1.6,0.7,0.5,0.7,1.8,0.8,1.2,0.9,0.8
Wielkopolskie,1.5,1.7,1.7,1.6,1.7,1.7,1.7,1.2,1.1,1.0,0.9,0.9,0.8,0.7,0.6
Zachodniopomorskie,3.5,4.4,3.1,2.6,2.8,2.9,2.9,3.0,3.3,3.4,3.0,3.0,3.4,2.7,2.7
