year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,100.0,4.6,7.4,7.8,2.3,7.9,3.4,15.9,3.5,2.2,6.0,4.7,2.8,3.1,5.7,18.4,4.3
2011,100.0,4.7,6.9,8.8,2.3,8.3,4.0,16.8,3.7,2.1,6.4,4.7,3.0,3.4,5.5,15.7,3.7
2012,100.0,5.1,7.5,8.0,2.1,7.6,3.4,16.2,3.8,2.0,6.2,5.0,3.2,3.0,5.9,16.7,4.3
2013,100.0,4.9,8.2,8.2,2.4,7.4,2.9,16.8,3.5,2.1,6.1,4.6,2.8,2.9,5.3,17.7,4.2
2014,100.0,4.7,8.2,7.9,2.3,8.5,3.3,16.3,3.3,1.9,6.2,4.8,2.6,3.2,5.2,17.6,4.0
2015,100.0,4.4,7.7,7.7,2.3,8.1,3.0,17.1,3.1,1.9,6.6,4.5,2.8,3.2,5.3,18.6,3.7
2016,100.0,4.6,7.8,8.6,2.2,8.1,3.4,16.6,3.0,1.9,5.9,4.6,3.0,3.7,5.0,17.9,3.7
2017,100.0,4.3,7.7,8.5,1.9,7.6,3.2,17.8,2.7,1.9,6.3,4.9,2.9,3.5,5.2,18.4,3.2
2018,100.0,3.6,7.7,8.2,1.9,7.4,3.1,19.1,2.8,1.8,6.5,4.7,2.9,3.9,5.1,18.3,3.0
2019,100.0,4.0,7.2,8.1,1.8,7.1,3.1,17.8,2.6,1.8,7.0,4.6,3.6,3.3,4.9,19.8,3.3
2020,100.0,4.0,7.4,8.5,1.7,8.4,3.2,19.4,2.9,1.7,6.3,4.8,3.0,3.7,4.9,16.5,3.6
2021,100.0,3.4,7.2,8.0,2.1,8.3,2.9,19.0,2.8,1.8,7.4,4.6,2.8,3.4,4.9,17.8,3.6
2022,100.0,3.4,7.7,8.1,1.8,8.8,2.8,18.7,2.5,1.7,7.4,4.4,2.4,3.1,4.7,18.4,4.1
2023,100.0,3.2,8.4,6.8,1.6,9.5,4.2,18.7,2.5,1.6,6.5,4.1,4.7,3.9,4.2,16.6,3.6
