year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,1243969.8,73601.1,62349.9,89857.7,55750.2,55764.7,63353.5,122035.4,12963.9,71318.8,139760.7,36570.7,34565.7,46669.9,79231.9,110144.0,190031.7
2011,1074792.8,62938.3,64895.9,62486.0,25660.3,33761.2,89756.3,140971.9,14121.5,36923.2,38361.2,39656.2,58627.9,39883.9,68425.5,146902.9,151420.6
2012,707055.0,52997.0,41479.4,45507.6,18605.8,35508.9,67190.9,86183.3,12241.4,45521.5,21346.3,43806.1,41897.2,28263.8,38870.6,99910.0,27725.2
2013,648615.9,45153.8,48869.5,30687.4,19661.1,38143.4,65331.0,95976.7,15679.4,67699.1,28118.8,47037.5,30798.0,33948.4,24774.1,33567.1,23170.6
2014,861951.2,46859.2,31088.4,35870.6,22813.7,36559.1,73305.8,194436.6,25892.2,67921.5,26805.5,38380.6,42280.0,23007.7,34140.3,128012.5,34577.5
2015,854553.9,44545.4,38389.3,22256.5,26505.6,45080.1,111686.9,195669.6,15803.1,48952.8,15396.2,74096.3,57956.5,28496.9,18998.1,88175.2,22545.4
2016,333130.6,29983.2,17703.0,6878.7,5892.8,15013.7,42006.2,48468.3,6598.5,15289.1,7173.9,20019.9,39081.2,10364.8,16474.4,38768.4,13414.5
2017,426982.8,30101.7,18149.0,14523.4,7695.2,19415.5,54128.7,74210.5,15988.4,21705.9,5907.8,33816.1,38251.0,12787.9,23306.2,42806.4,14189.1
2018,622001.2,53364.0,22926.8,43033.6,10773.2,33725.5,73376.0,91179.4,14220.1,39595.6,14507.7,36593.1,48535.2,29324.4,22278.3,68883.6,19684.7
2019,626983.9,56492.0,18898.0,37960.1,21009.8,29064.7,87244.8,74798.0,12408.4,38218.4,13020.6,41138.3,65351.3,25537.8,24898.5,60405.0,20538.2
2020,607463.0,34853.0,20428.0,76791.0,17091.0,25324.0,76573.0,70820.0,11588.0,47695.0,15359.0,30890.0,44266.0,26970.0,22965.0,69747.0,16098.0
2021,687637.4,65603.6,27192.8,36082.8,17165.8,39854.7,93988.4,97019.1,13477.8,61603.1,22293.7,45025.2,49288.2,16588.4,23837.3,57245.8,21370.7
2022,1015348.8,91011.2,37143.0,62428.4,74602.7,42525.4,142774.5,149867.2,9875.1,79144.0,31133.4,46399.8,77723.0,18603.7,45615.4,80885.1,25616.9
2023,1297034.0,77517.6,51124.4,113153.6,26702.4,52724.4,121609.6,191306.8,30566.8,130564.2,44330.5,84476.1,120062.9,45373.1,67261.5,94694.2,45565.9
2024,1281994.0,121185.0,40656.4,177849.0,34958.7,58126.8,133990.5,152808.7,21891.3,88473.9,61281.1,72893.1,87512.7,46266.3,57901.6,95679.8,30519.1
