REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,47.3,,,,54.9,,,,,,52.0
Dolnośląskie,,,,,44.8,,,,53.1,,,,,,50.1
Kujawsko-Pomorskie,,,,,44.8,,,,52.9,,,,,,49.7
Lubelskie,,,,,49.9,,,,54.4,,,,,,53.0
Lubuskie,,,,,46.8,,,,52.3,,,,,,49.2
Łódzkie,,,,,48.1,,,,57.0,,,,,,53.7
Małopolskie,,,,,48.5,,,,55.3,,,,,,52.6
Mazowieckie,,,,,51.1,,,,60.9,,,,,,57.0
Opolskie,,,,,42.2,,,,48.7,,,,,,46.5
Podkarpackie,,,,,50.7,,,,53.2,,,,,,52.4
Podlaskie,,,,,48.1,,,,53.0,,,,,,51.7
Pomorskie,,,,,45.7,,,,55.8,,,,,,51.5
Śląskie,,,,,43.4,,,,52.3,,,,,,48.7
Świętokrzyskie,,,,,53.3,,,,56.7,,,,,,55.4
Warmińsko-Mazurskie,,,,,47.0,,,,51.6,,,,,,49.5
Wielkopolskie,,,,,47.0,,,,55.9,,,,,,52.3
Zachodniopomorskie,,,,,44.2,,,,52.2,,,,,,49.3
