year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,79.80,85.63,72.42,58.04,82.45,82.62,68.92,123.80,86.16,54.87,54.22,91.64,83.90,46.68,62.14,64.78,75.56
2011,81.81,85.35,75.86,63.52,78.06,79.22,75.21,123.24,87.23,56.40,64.20,95.62,86.75,48.08,62.84,67.54,73.63
2012,85.55,94.04,72.75,68.71,81.41,90.08,74.58,128.16,93.49,59.34,68.49,91.01,90.97,49.01,64.48,68.99,86.20
2013,69.22,72.46,64.99,61.45,57.82,76.91,64.51,105.70,75.16,49.81,48.53,66.86,72.41,47.26,48.56,55.70,58.97
2014,70.13,73.77,57.48,62.95,71.72,74.93,64.32,103.27,74.20,53.71,47.20,73.56,77.77,49.42,50.13,51.43,63.33
2015,73.48,82.02,59.63,60.13,77.83,86.43,60.95,115.19,80.41,48.55,55.57,65.78,80.18,48.58,51.94,56.14,58.89
2016,78.06,79.98,66.05,65.77,73.39,86.65,69.79,113.17,82.87,47.66,60.67,78.85,93.47,62.12,57.11,60.08,66.94
2017,81.71,86.25,70.57,69.32,75.43,89.91,66.98,121.16,86.36,56.27,59.54,75.57,100.28,55.85,53.07,62.38,81.87
2018,76.93,90.44,66.16,65.13,72.70,74.97,58.48,110.82,77.36,51.71,53.63,81.44,94.22,55.51,53.50,62.23,74.20
2019,82.53,102.65,71.58,66.45,72.25,88.60,71.81,107.68,83.04,54.48,50.72,97.64,97.41,49.79,55.24,74.50,78.39
2020,69.47,88.73,58.49,61.86,64.34,64.87,54.03,97.69,80.99,42.35,47.01,80.00,78.84,45.04,54.42,59.69,59.57
2021,79.55,116.13,67.25,74.69,78.96,79.24,59.05,104.95,80.74,47.38,57.04,86.60,94.23,49.56,58.47,69.99,59.41
2022,89.62,112.89,83.44,83.33,86.14,95.96,72.28,107.91,95.76,61.61,67.61,100.21,106.80,57.98,65.29,85.17,71.24
2023,100.82,136.15,104.57,85.32,90.09,121.60,75.56,132.57,101.75,73.03,63.27,100.51,109.89,90.68,67.86,91.27,68.55
