REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,,,,,,33.1,36.4,36.7
Dolnośląskie,,,,,,,,,,,,,32.5,34.2,36.4
Kujawsko-Pomorskie,,,,,,,,,,,,,35.6,40.0,40.0
Lubelskie,,,,,,,,,,,,,34.1,37.5,34.8
Lubuskie,,,,,,,,,,,,,36.2,40.1,42.6
Łódzkie,,,,,,,,,,,,,33.5,36.5,37.7
Małopolskie,,,,,,,,,,,,,33.1,36.1,37.9
Mazowieckie,,,,,,,,,,,,,28.0,29.2,29.3
Opolskie,,,,,,,,,,,,,38.0,42.1,41.5
Podkarpackie,,,,,,,,,,,,,38.0,41.2,40.9
Podlaskie,,,,,,,,,,,,,35.6,37.3,37.5
Pomorskie,,,,,,,,,,,,,29.7,34.3,36.3
Śląskie,,,,,,,,,,,,,34.8,38.7,40.0
Świętokrzyskie,,,,,,,,,,,,,37.8,42.6,40.6
Warmińsko-Mazurskie,,,,,,,,,,,,,33.2,36.8,37.0
Wielkopolskie,,,,,,,,,,,,,32.0,37.9,36.0
Zachodniopomorskie,,,,,,,,,,,,,32.3,35.6,35.4
