year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,57.4,90.9,36.6,81.6,0.8,64.5,45.9,40.1,71.2,32.4,13.4,66.7,29.6,46.5,7.1,60.7,46.7
2011,60.2,92.3,42.4,84.2,19.0,68.2,47.8,42.5,69.5,38.2,13.7,73.0,30.5,42.5,2.8,59.8,47.9
2012,58.5,89.2,43.8,86.0,14.2,71.4,52.1,43.8,68.7,34.7,12.8,76.2,30.0,47.2,1.2,61.3,37.1
2013,59.1,90.6,36.3,87.6,0.6,75.6,54.9,45.8,69.4,26.3,12.1,73.9,30.6,43.6,1.1,64.4,48.5
2014,59.6,93.0,33.8,87.4,0.7,75.4,51.6,48.2,71.0,31.6,8.4,79.0,27.5,42.0,2.0,64.6,51.7
2015,58.6,92.6,31.4,89.1,32.3,77.4,51.1,53.3,71.6,19.8,8.6,78.4,27.1,20.6,1.8,63.4,65.6
2016,62.8,93.1,31.6,89.4,65.3,85.7,58.8,70.3,61.7,23.2,8.3,83.8,27.1,48.6,1.0,61.6,53.2
2017,63.9,92.9,36.7,89.9,68.9,86.2,54.6,71.8,73.7,30.2,16.5,85.4,28.1,49.8,0.7,64.7,47.6
2018,66.7,93.7,42.2,89.9,68.4,87.4,54.7,78.3,71.6,31.8,29.4,87.0,25.2,57.3,1.4,71.7,67.6
2019,70.3,95.9,42.4,91.1,65.7,90.1,56.5,77.9,74.6,47.2,24.5,86.8,25.8,56.9,3.3,71.3,70.5
2020,70.4,96.1,60.6,91.5,70.6,88.8,59.2,76.9,70.6,44.9,30.9,90.6,23.6,37.6,3.7,63.7,69.4
2021,73.5,95.7,69.2,92.1,70.3,89.4,60.8,81.5,74.3,52.7,38.8,93.2,29.5,49.9,3.0,68.9,72.1
2022,75.7,96.2,58.4,90.8,70.4,91.2,60.1,83.0,74.8,55.1,39.0,92.5,29.5,57.8,4.3,64.0,70.7
2023,74.1,96.4,60.0,91.4,70.2,90.6,60.1,83.0,72.9,49.4,40.9,92.4,26.8,51.4,7.1,56.3,58.1
2024,74.0,96.2,66.6,92.7,71.2,90.8,63.6,84.3,68.7,55.7,41.0,92.2,22.3,54.3,8.8,60.5,62.6
