year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,4.3,4.0,3.2,4.5,4.5,5.0,4.2,3.8,4.3,4.2,5.2,3.4,5.3,3.9,4.9,4.3,4.5
2011,5.0,4.6,3.6,5.0,5.1,6.0,4.8,4.7,4.9,4.9,5.8,3.9,5.9,4.2,5.5,5.2,5.1
2012,5.0,4.7,3.6,5.1,5.2,6.0,4.9,4.7,5.1,5.0,6.1,3.9,5.9,4.2,5.5,5.2,5.2
2013,5.1,4.6,3.6,5.2,5.2,5.9,5.1,4.8,5.2,5.1,6.2,4.0,5.9,4.4,5.6,5.2,5.2
2014,5.2,4.6,3.7,5.5,5.4,6.2,5.2,4.9,5.3,5.3,6.3,4.1,6.1,4.5,5.7,5.2,5.4
2015,5.3,4.6,3.9,5.5,5.4,6.3,5.4,5.1,5.4,5.3,6.4,4.1,6.1,4.6,5.8,5.3,5.4
2016,5.5,5.2,4.0,5.7,5.7,6.5,5.6,5.4,5.5,5.6,6.4,4.3,6.3,4.8,6.1,5.6,5.7
2017,5.6,5.3,4.1,6.0,5.8,6.5,5.7,5.6,5.5,5.8,6.4,4.4,6.3,5.0,6.1,5.5,5.7
2018,5.7,5.5,4.4,5.9,5.7,6.6,5.8,5.6,5.7,5.8,6.4,4.8,6.1,5.1,6.0,5.5,5.9
2019,5.7,5.6,4.4,5.8,5.7,6.6,5.7,5.7,5.6,5.9,6.5,4.8,6.2,5.2,6.1,5.6,5.4
2020,5.6,5.3,4.4,5.8,5.7,6.6,5.7,5.6,5.5,6.0,6.3,4.7,6.1,5.3,6.2,5.4,5.3
2021,5.8,5.4,4.5,6.1,5.8,6.8,5.9,5.8,5.5,6.2,6.8,4.9,6.0,5.3,6.4,5.5,5.7
2022,6.0,5.6,4.9,6.1,5.9,7.0,6.1,6.2,5.8,6.0,7.1,5.1,6.2,5.6,6.4,5.7,6.1
2023,6.2,5.8,5.2,6.4,6.4,7.2,6.3,6.5,6.2,6.2,7.3,5.3,6.4,5.7,6.7,5.9,6.3
2024,6.4,6.0,5.4,6.6,6.4,7.4,6.4,6.7,6.3,6.5,7.5,5.6,6.6,5.9,6.8,6.3,6.7
