year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,13,13,13,12,12,13,12,12,12,12,13,13,13,12,13,13,12
2012,13,14,13,12,12,12,12,12,12,12,13,14,13,12,12,13,13
2013,12,13,12,12,12,12,12,13,12,12,13,14,12,12,13,12,12
2014,11,12,11,11,11,11,12,11,11,11,11,12,11,11,11,12,11
2015,11,11,11,11,11,11,12,11,11,12,11,12,11,11,11,12,11
2016,11,11,11,11,11,11,12,11,11,12,11,12,11,11,11,12,11
2017,11,11,11,10,11,11,12,11,11,11,10,11,11,11,11,11,11
2018,11,11,12,11,11,11,12,11,11,11,10,12,11,11,11,12,11
2019,12,12,12,12,12,12,13,12,13,12,11,13,12,12,12,13,13
2020,12,12,12,12,12,12,12,12,12,12,11,13,12,12,12,12,12
2021,12,13,12,12,12,12,12,12,12,12,11,13,12,12,12,13,12
2022,13,13,13,12,13,12,13,12,13,12,11,14,12,13,12,13,13
2023,13,14,13,12,14,13,13,13,13,12,12,14,13,13,13,14,13
2024,12,13,13,11,13,12,12,13,13,12,11,13,12,12,12,13,13
