REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,57.4,60.2,58.5,59.1,59.6,58.6,62.8,63.9,66.7,70.3,70.4,73.5,75.7,74.1,74.0
Dolnośląskie,90.9,92.3,89.2,90.6,93.0,92.6,93.1,92.9,93.7,95.9,96.1,95.7,96.2,96.4,96.2
Kujawsko-Pomorskie,36.6,42.4,43.8,36.3,33.8,31.4,31.6,36.7,42.2,42.4,60.6,69.2,58.4,60.0,66.6
Lubelskie,81.6,84.2,86.0,87.6,87.4,89.1,89.4,89.9,89.9,91.1,91.5,92.1,90.8,91.4,92.7
Lubuskie,0.8,19.0,14.2,0.6,0.7,32.3,65.3,68.9,68.4,65.7,70.6,70.3,70.4,70.2,71.2
Łódzkie,64.5,68.2,71.4,75.6,75.4,77.4,85.7,86.2,87.4,90.1,88.8,89.4,91.2,90.6,90.8
Małopolskie,45.9,47.8,52.1,54.9,51.6,51.1,58.8,54.6,54.7,56.5,59.2,60.8,60.1,60.1,63.6
Mazowieckie,40.1,42.5,43.8,45.8,48.2,53.3,70.3,71.8,78.3,77.9,76.9,81.5,83.0,83.0,84.3
Opolskie,71.2,69.5,68.7,69.4,71.0,71.6,61.7,73.7,71.6,74.6,70.6,74.3,74.8,72.9,68.7
Podkarpackie,32.4,38.2,34.7,26.3,31.6,19.8,23.2,30.2,31.8,47.2,44.9,52.7,55.1,49.4,55.7
Podlaskie,13.4,13.7,12.8,12.1,8.4,8.6,8.3,16.5,29.4,24.5,30.9,38.8,39.0,40.9,41.0
Pomorskie,66.7,73.0,76.2,73.9,79.0,78.4,83.8,85.4,87.0,86.8,90.6,93.2,92.5,92.4,92.2
Śląskie,29.6,30.5,30.0,30.6,27.5,27.1,27.1,28.1,25.2,25.8,23.6,29.5,29.5,26.8,22.3
Świętokrzyskie,46.5,42.5,47.2,43.6,42.0,20.6,48.6,49.8,57.3,56.9,37.6,49.9,57.8,51.4,54.3
Warmińsko-Mazurskie,7.1,2.8,1.2,1.1,2.0,1.8,1.0,0.7,1.4,3.3,3.7,3.0,4.3,7.1,8.8
Wielkopolskie,60.7,59.8,61.3,64.4,64.6,63.4,61.6,64.7,71.7,71.3,63.7,68.9,64.0,56.3,60.5
Zachodniopomorskie,46.7,47.9,37.1,48.5,51.7,65.6,53.2,47.6,67.6,70.5,69.4,72.1,70.7,58.1,62.6
