year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,0.77,0.69,0.61,0.60,0.58,0.94,1.03,0.78,0.88,0.71,0.63,0.67,0.83,0.75,0.53,0.78,0.73
2011,0.65,0.76,0.67,0.81,0.63,0.63,0.63,0.57,0.88,0.53,0.55,0.37,0.68,0.57,0.57,0.79,0.81
2012,0.51,0.40,0.65,0.72,0.59,0.57,0.55,0.44,0.49,0.67,0.51,0.36,0.47,0.51,0.38,0.62,0.54
2013,0.52,0.38,0.60,0.61,0.39,0.55,0.66,0.58,0.42,0.66,0.43,0.34,0.52,0.52,0.41,0.56,0.45
2014,0.51,0.48,0.48,0.50,0.33,0.53,0.65,0.52,0.69,0.60,0.58,0.34,0.58,0.54,0.41,0.52,0.41
2015,0.50,0.46,0.48,0.67,0.55,0.53,0.59,0.47,0.48,0.51,0.59,0.29,0.59,0.41,0.56,0.48,0.57
2016,0.51,0.50,0.53,0.54,0.35,0.59,0.52,0.48,0.56,0.43,0.69,0.42,0.50,0.47,0.44,0.58,0.51
2017,0.59,0.46,0.64,0.68,0.52,0.75,0.55,0.49,0.60,0.62,0.78,0.42,0.58,0.65,0.50,0.72,0.83
2018,0.51,0.44,0.60,0.59,0.58,0.54,0.50,0.49,0.60,0.50,0.65,0.45,0.46,0.37,0.32,0.60,0.63
2019,0.51,0.44,0.51,0.58,0.44,0.57,0.49,0.53,0.46,0.45,0.63,0.40,0.49,0.39,0.46,0.62,0.53
2020,0.52,0.50,0.45,0.73,0.46,0.58,0.51,0.50,0.60,0.56,0.51,0.40,0.56,0.46,0.48,0.56,0.54
2021,0.55,0.53,0.59,0.64,0.46,0.68,0.59,0.49,0.76,0.57,0.64,0.44,0.53,0.55,0.56,0.62,0.50
2022,0.51,0.47,0.62,0.58,0.49,0.65,0.54,0.48,0.48,0.53,0.50,0.43,0.44,0.53,0.53,0.59,0.49
2023,0.50,0.47,0.43,0.50,0.49,0.57,0.53,0.46,0.54,0.46,0.64,0.42,0.47,0.52,0.58,0.63,0.56
