year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,46.2,48.5,90.0,49.2,62.0,27.6,31.4,38.1,54.1,74.6,48.3,25.4,40.1,76.2,67.5,40.7,29.7
2011,46.4,32.4,62.0,31.6,97.1,21.1,108.9,25.9,48.0,94.0,28.9,24.8,36.0,44.9,50.3,41.2,36.1
2012,43.9,58.1,78.9,27.7,77.9,20.8,64.7,22.3,39.3,58.9,26.6,25.4,45.8,40.3,46.3,49.9,41.6
2013,39.0,66.0,89.9,26.8,69.4,16.7,51.1,20.6,35.7,56.5,28.8,31.4,22.3,32.2,37.4,34.1,52.0
2014,36.8,38.9,92.9,29.1,68.5,18.6,63.1,20.0,47.1,60.5,23.7,25.6,23.5,30.5,37.4,26.4,32.1
2015,46.3,76.7,103.7,30.9,82.9,27.8,73.1,24.5,56.0,51.3,40.2,40.9,33.9,36.6,38.9,30.3,43.8
2016,28.1,57.7,41.0,28.5,33.7,22.3,30.5,15.0,29.2,40.8,25.7,22.8,24.0,31.4,27.6,16.4,28.6
2017,31.5,44.9,31.5,40.6,51.2,25.3,32.1,24.9,35.2,44.8,33.5,24.8,24.7,37.8,34.7,22.5,31.5
2018,45.2,61.5,53.4,59.4,78.0,30.2,49.7,39.4,52.8,58.0,39.3,31.9,31.7,48.7,48.0,35.6,53.4
2019,47.5,62.2,73.3,60.3,75.3,32.1,57.1,38.2,47.7,57.1,41.9,41.9,34.1,43.3,45.4,37.9,50.9
2020,43.0,57.2,52.9,67.0,60.5,28.0,59.9,28.2,40.8,54.4,41.4,30.3,36.4,37.1,43.1,25.9,66.3
2021,37.7,37.8,48.8,53.3,60.4,30.7,44.2,22.1,48.9,64.2,43.2,25.2,30.9,38.5,42.5,21.9,61.1
2022,49.2,49.0,67.6,72.1,61.1,35.8,55.1,29.2,66.8,93.1,71.5,33.6,39.7,50.6,59.5,34.1,54.1
2023,55.3,50.5,64.5,64.0,86.9,46.9,69.0,34.9,76.1,96.9,67.6,44.6,47.6,58.1,79.5,35.2,57.4
2024,64.4,81.1,64.7,95.0,82.1,53.5,69.6,41.1,76.5,130.6,80.9,54.2,58.4,64.3,66.3,40.8,47.0
