REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,101,100,100,94,96,95,98,97,98,100,59,65,80,86,90
Dolnośląskie,83,74,83,86,89,90,93,96,94,89,55,56,69,79,78
Kujawsko-Pomorskie,90,82,79,82,80,87,87,82,82,83,55,58,74,80,81
Lubelskie,45,45,58,61,65,66,66,66,60,69,41,44,52,59,60
Lubuskie,44,41,40,39,38,42,42,42,42,42,32,33,41,45,45
Łódzkie,74,85,101,99,101,103,120,93,101,104,64,65,79,83,86
Małopolskie,116,118,121,124,144,117,123,131,132,133,71,72,110,112,118
Mazowieckie,212,210,192,173,170,174,172,174,180,189,102,115,129,139,153
Opolskie,28,27,25,25,21,25,25,26,26,27,16,15,24,28,29
Podkarpackie,27,25,22,25,25,24,26,28,29,34,15,16,21,21,22
Podlaskie,82,90,91,90,91,91,91,89,86,81,35,53,75,55,56
Pomorskie,133,128,122,124,125,126,126,125,125,128,81,87,108,116,124
Śląskie,99,123,126,100,95,91,90,89,88,82,45,74,78,80,79
Świętokrzyskie,35,36,37,37,38,38,37,36,36,37,27,26,35,40,41
Warmińsko-Mazurskie,50,43,40,35,44,37,43,46,45,45,31,19,37,41,47
Wielkopolskie,110,84,77,65,74,80,86,87,89,88,57,60,77,85,90
Zachodniopomorskie,104,105,105,102,101,103,105,105,98,124,87,80,99,110,117
