year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,
2017,100,77,77,126,192,82,92,56,65,115,101,117,99,171,172,117,93
2018,102,82,78,125,185,81,93,57,72,127,109,116,100,171,182,117,107
2019,101,84,80,125,173,76,91,56,72,128,114,113,98,164,176,119,93
2020,100,78,78,127,169,77,93,57,72,121,134,105,99,157,174,119,104
2021,105,81,78,130,185,80,92,59,88,125,146,107,106,174,191,124,103
2022,109,88,83,136,212,66,93,62,84,123,127,123,112,180,210,126,104
2023,111,82,83,138,194,67,95,65,88,132,122,119,114,189,251,129,103
