year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,0.20,0.30,0.24,0.12,0.11,0.25,0.12,0.11,0.35,0.10,0.14,0.16,0.35,0.29,0.20,0.32,0.12
2011,0.20,0.41,0.25,0.12,0.11,0.25,0.12,0.12,0.33,0.10,0.14,0.16,0.40,0.29,0.19,0.33,0.12
2012,0.21,0.41,0.25,0.12,0.12,0.26,0.12,0.12,0.31,0.10,0.14,0.17,0.39,0.29,0.20,0.33,0.13
2013,0.20,0.42,0.24,0.12,0.11,0.27,0.12,0.12,0.27,0.09,0.14,0.16,0.39,0.29,0.20,0.30,0.08
2014,0.20,0.39,0.24,0.12,0.11,0.27,0.13,0.11,0.23,0.09,0.14,0.16,0.39,0.30,0.19,0.34,0.12
2015,0.20,0.40,0.24,0.13,0.12,0.27,0.13,0.11,0.27,0.08,0.13,0.15,0.40,0.30,0.19,0.34,0.13
2016,0.21,0.40,0.24,0.12,0.12,0.27,0.13,0.11,0.27,0.10,0.13,0.15,0.40,0.32,0.20,0.36,0.12
2017,0.20,0.28,0.21,0.12,0.12,0.29,0.14,0.11,0.27,0.10,0.13,0.15,0.43,0.32,0.20,0.34,0.12
2018,0.20,0.28,0.22,0.12,0.12,0.27,0.13,0.10,0.27,0.10,0.13,0.15,0.43,0.32,0.20,0.34,0.13
2019,0.20,0.32,0.22,0.12,0.12,0.28,0.14,0.10,0.27,0.10,0.14,0.16,0.40,0.32,0.18,0.35,0.12
2020,0.20,0.32,0.23,0.12,0.12,0.28,0.14,0.10,0.28,0.10,0.14,0.16,0.40,0.32,0.19,0.34,0.12
2021,0.20,0.32,0.23,0.12,0.12,0.28,0.13,0.10,0.28,0.10,0.13,0.16,0.39,0.32,0.19,0.34,0.13
2022,0.20,0.32,0.23,0.12,0.09,0.27,0.13,0.10,0.28,0.10,0.13,0.16,0.41,0.33,0.19,0.34,0.12
2023,0.19,0.28,0.17,0.12,0.13,0.27,0.14,0.10,0.29,0.10,0.14,0.16,0.42,0.33,0.19,0.31,0.12
2024,0.19,0.28,0.17,0.12,0.12,0.26,0.14,0.10,0.28,0.11,0.14,0.16,0.42,0.32,0.20,0.31,0.12
