REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,10356540.6,10679117.6,10349522.1,10106001.8,10243743.2,10058663.6,10138750.4,9656342.5,9434564.1,8816065.1,8367400.1,8844978.0,8971393.4,7921299.9,8042347.2
Dolnośląskie,424016.4,427007.3,411168.6,396093.6,394610.0,394660.9,401990.3,380995.6,396125.0,372611.1,330373.5,346665.6,362349.8,345682.6,366352.8
Kujawsko-Pomorskie,216904.9,221145.3,224003.1,218302.0,222308.7,223441.0,237427.3,239292.7,241554.3,229278.4,221371.0,227785.7,225754.4,226991.1,228371.9
Lubelskie,348005.6,351514.3,339951.4,353339.3,330492.6,316654.7,314309.4,304096.1,292389.3,276225.8,274102.7,287700.2,280195.6,262130.4,267729.5
Lubuskie,89521.7,88087.9,92273.7,88953.9,87843.6,84148.7,86021.2,80308.0,80916.1,75433.8,76191.5,76966.6,75904.3,76871.9,87791.0
Łódzkie,291615.9,307419.3,302381.8,283291.9,261417.2,277788.3,263143.0,266564.1,272072.3,259626.5,252992.1,268191.3,273200.9,254721.3,259968.6
Małopolskie,492733.2,496305.0,505889.3,475810.7,456635.9,469700.0,482424.4,477827.1,475191.4,392558.0,404921.4,387349.1,395775.0,321420.6,342145.8
Mazowieckie,2764527.7,2714494.0,2751481.7,2695807.5,2933349.6,2784898.3,2747914.9,2614030.4,2460213.4,2448916.0,2437722.5,2790907.3,2852770.0,2411031.6,2446917.4
Opolskie,110269.3,109527.7,109873.9,106302.3,108910.6,122624.0,132017.7,131761.9,132566.0,132885.7,130589.6,125791.8,120782.2,116368.8,117547.2
Podkarpackie,271657.4,277174.0,240991.8,253289.8,245931.2,266634.7,236171.7,231572.5,225085.9,240812.5,223522.4,148958.4,195773.2,214807.7,231261.1
Podlaskie,79366.6,80452.6,83873.1,82831.0,85528.7,87424.2,87629.7,84617.6,88630.9,88420.1,88316.8,87312.7,87722.3,90659.9,90573.3
Pomorskie,201099.3,221340.2,201913.9,188363.6,188402.1,200331.1,202279.0,190913.9,200018.3,185734.8,182740.9,189189.4,193562.7,183536.8,192078.9
Śląskie,400676.8,400282.7,392674.7,387694.1,381928.2,377935.4,371320.7,380766.7,372842.6,362840.0,362333.8,380488.8,381615.9,377491.7,381685.6
Świętokrzyskie,1385628.5,1358377.4,1284875.0,1224763.9,1322298.3,1339262.3,1416768.0,1401741.6,1523206.9,1375038.4,1034367.2,1241468.8,1314827.1,1162328.8,1103915.9
Warmińsko-Mazurskie,128794.4,129849.7,125723.1,121894.9,125167.5,123885.1,120157.2,120208.0,119846.0,121552.4,102144.6,105059.4,102571.3,101670.4,101109.9
Wielkopolskie,1539315.5,1800847.9,1698240.8,1724942.0,1664384.7,1505676.1,1643526.5,1411253.7,1361394.4,1295548.2,1280129.9,1235061.8,1206983.8,874818.6,946793.8
Zachodniopomorskie,1612407.4,1695292.3,1584206.2,1504321.3,1434534.3,1483598.8,1395649.4,1340392.6,1192511.3,958583.4,965580.2,946081.1,901604.9,900767.7,878104.5
