REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,,,,,,105,111,113
Dolnośląskie,,,,,,,,,,,,,145,150,151
Kujawsko-Pomorskie,,,,,,,,,,,,,104,105,110
Lubelskie,,,,,,,,,,,,,126,140,146
Lubuskie,,,,,,,,,,,,,118,124,130
Łódzkie,,,,,,,,,,,,,96,103,108
Małopolskie,,,,,,,,,,,,,105,108,112
Mazowieckie,,,,,,,,,,,,,119,126,129
Opolskie,,,,,,,,,,,,,121,129,130
Podkarpackie,,,,,,,,,,,,,138,147,145
Podlaskie,,,,,,,,,,,,,85,88,88
Pomorskie,,,,,,,,,,,,,86,90,86
Śląskie,,,,,,,,,,,,,119,119,122
Świętokrzyskie,,,,,,,,,,,,,114,118,115
Warmińsko-Mazurskie,,,,,,,,,,,,,69,81,85
Wielkopolskie,,,,,,,,,,,,,48,56,57
Zachodniopomorskie,,,,,,,,,,,,,78,82,76
