REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.6,100.0,100.0,100.0,100.0,100.0
Dolnośląskie,10.0,8.6,10.4,9.2,11.2,9.5,7.9,8.7,8.8,9.7,7.9,7.5,5.4,9.5,7.1
Kujawsko-Pomorskie,3.9,4.0,3.9,4.0,2.9,3.5,4.0,3.6,3.2,4.0,4.3,3.1,3.2,3.3,3.4
Lubelskie,3.9,5.4,4.6,4.6,5.5,4.5,4.2,6.4,7.2,7.2,6.5,7.5,10.1,8.8,7.7
Lubuskie,0.9,1.3,1.1,0.9,0.7,1.3,1.6,1.5,3.3,1.6,1.6,1.0,1.4,1.3,1.4
Łódzkie,6.6,7.3,7.5,7.3,6.0,5.2,7.2,7.1,5.5,6.2,7.1,5.5,7.1,6.4,7.5
Małopolskie,9.7,8.6,9.5,11.0,8.7,11.3,9.4,9.8,10.5,9.7,9.2,10.2,10.6,10.3,10.5
Mazowieckie,21.9,20.0,22.1,22.4,23.1,21.0,19.9,18.2,18.0,18.3,18.3,20.7,16.9,17.6,21.4
Opolskie,2.2,2.4,1.9,1.8,1.9,1.7,1.8,1.9,1.4,1.8,2.0,1.0,2.7,1.4,1.9
Podkarpackie,2.6,3.1,2.3,2.7,2.8,4.1,5.4,5.0,4.8,5.3,6.2,5.5,6.7,5.8,3.5
Podlaskie,1.7,1.9,1.8,1.9,1.8,1.3,2.6,2.7,3.3,2.2,2.4,2.1,2.2,2.4,2.2
Pomorskie,6.3,5.7,5.5,5.5,5.2,5.4,5.0,4.7,4.9,5.2,5.6,5.7,5.2,6.5,5.5
Śląskie,13.6,13.9,13.1,12.3,14.2,12.9,11.5,12.5,12.4,13.1,13.4,13.1,11.8,11.6,13.1
Świętokrzyskie,1.5,1.8,1.6,2.0,2.1,1.6,1.5,2.3,1.5,2.4,2.1,2.1,2.0,2.5,1.4
Warmińsko-Mazurskie,1.9,1.7,1.9,1.7,1.3,2.3,2.3,2.0,1.6,2.2,1.7,1.6,1.4,1.8,1.3
Wielkopolskie,9.8,10.6,9.7,8.5,7.5,9.9,11.0,8.6,8.8,8.6,8.3,9.0,8.2,7.6,7.9
Zachodniopomorskie,3.6,3.8,3.1,4.1,4.9,4.5,4.9,4.8,4.7,4.1,3.3,4.2,5.0,3.2,4.2
