REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Polska,80.6,80.9,81.0,81.1,81.6,81.6,81.9,81.8,81.7,81.8,80.7,79.7,81.1,82.0
Dolnośląskie,80.2,80.5,80.3,80.9,81.1,81.0,81.4,81.1,81.3,81.3,80.6,79.5,80.7,81.8
Kujawsko-Pomorskie,79.8,80.1,80.3,80.5,81.1,81.3,81.4,81.0,81.1,81.0,80.4,78.9,80.2,81.3
Lubelskie,81.0,81.1,81.5,81.6,82.2,82.4,82.7,82.2,82.3,82.4,81.1,79.5,81.7,82.7
Lubuskie,80.1,79.9,80.3,80.1,80.8,80.9,81.4,81.2,80.9,81.0,80.0,79.0,80.3,81.5
Łódzkie,79.4,79.5,79.8,80.1,80.8,80.4,80.8,80.8,80.7,81.0,79.6,79.0,80.0,81.2
Małopolskie,81.4,81.7,81.9,82.0,82.5,82.4,82.9,82.6,82.9,82.7,81.6,81.0,82.2,83.1
Mazowieckie,81.0,81.6,81.3,81.6,81.8,82.0,82.3,82.1,82.0,82.1,80.9,80.0,81.5,82.2
Opolskie,80.4,81.0,80.6,80.9,81.4,81.4,81.8,81.6,81.8,82.0,81.0,80.4,81.4,82.3
Podkarpackie,81.8,82.0,82.1,82.4,82.8,82.5,83.0,83.1,83.2,83.2,81.8,80.6,82.5,83.6
Podlaskie,81.9,81.8,82.3,82.3,82.8,82.6,82.8,82.9,82.7,83.1,81.9,80.5,82.6,83.4
Pomorskie,80.8,81.0,80.9,81.2,81.5,81.4,81.7,81.7,81.9,81.8,81.2,80.1,80.9,82.0
Śląskie,79.7,79.8,80.0,80.1,80.4,80.3,80.9,80.8,80.9,80.8,80.0,78.9,80.2,81.1
Świętokrzyskie,80.9,81.3,81.5,81.5,82.1,82.2,82.1,82.2,82.1,82.2,80.9,80.0,81.5,82.4
Warmińsko-Mazurskie,80.4,80.7,81.0,80.8,81.2,81.1,81.1,81.4,81.6,81.2,80.6,79.4,80.7,81.7
Wielkopolskie,80.5,80.9,80.8,80.6,81.2,81.2,81.5,81.6,81.3,81.5,80.5,79.6,81.0,81.7
Zachodniopomorskie,80.1,80.4,80.5,80.5,80.9,81.1,81.6,81.2,81.2,81.2,80.6,79.2,80.7,81.4
