year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,0.20,0.26,0.24,0.11,0.10,0.23,0.26,0.15,0.29,0.11,0.05,0.18,1.08,0.24,0.05,0.19,0.14
2011,0.18,0.21,0.23,0.10,0.09,0.22,0.26,0.14,0.26,0.11,0.05,0.15,1.03,0.23,0.05,0.17,0.13
2012,0.17,0.20,0.22,0.08,0.08,0.19,0.26,0.13,0.23,0.10,0.05,0.15,0.86,0.23,0.05,0.16,0.11
2013,0.16,0.19,0.19,0.08,0.08,0.17,0.24,0.13,0.20,0.10,0.04,0.13,0.86,0.21,0.04,0.15,0.11
2014,0.15,0.16,0.21,0.08,0.07,0.15,0.20,0.13,0.20,0.08,0.05,0.12,0.83,0.19,0.04,0.16,0.11
2015,0.14,0.14,0.15,0.08,0.06,0.15,0.19,0.11,0.16,0.08,0.05,0.12,0.83,0.17,0.04,0.16,0.10
2016,0.12,0.12,0.11,0.07,0.07,0.12,0.14,0.08,0.13,0.07,0.04,0.10,0.74,0.16,0.03,0.16,0.11
2017,0.11,0.10,0.11,0.07,0.06,0.13,0.14,0.08,0.12,0.07,0.03,0.08,0.70,0.15,0.03,0.13,0.10
2018,0.10,0.09,0.12,0.06,0.06,0.14,0.12,0.07,0.13,0.07,0.03,0.06,0.64,0.15,0.03,0.07,0.10
2019,0.09,0.07,0.12,0.05,0.05,0.11,0.11,0.07,0.13,0.06,0.03,0.05,0.45,0.15,0.03,0.06,0.08
2020,0.07,0.07,0.10,0.05,0.04,0.09,0.07,0.06,0.11,0.05,0.02,0.04,0.36,0.12,0.02,0.06,0.07
2021,0.07,0.07,0.10,0.05,0.04,0.09,0.08,0.06,0.13,0.05,0.02,0.04,0.35,0.11,0.02,0.05,0.06
2022,0.06,0.07,0.10,0.04,0.04,0.08,0.07,0.05,0.11,0.05,0.02,0.03,0.29,0.10,0.03,0.05,0.06
2023,0.05,0.05,0.09,0.04,0.03,0.06,0.05,0.04,0.09,0.04,0.02,0.02,0.25,0.07,0.02,0.03,0.05
2024,0.05,0.04,0.08,0.03,0.06,0.06,0.05,0.04,0.08,0.04,0.02,0.02,0.25,0.07,0.01,0.03,0.04
