REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,,13,13,15,15,16,13,15
Dolnośląskie,,,,,,,,,16,15,17,15,16,14,19
Kujawsko-Pomorskie,,,,,,,,,14,12,14,17,19,14,14
Lubelskie,,,,,,,,,10,11,13,13,14,11,12
Lubuskie,,,,,,,,,17,14,18,16,21,15,16
Łódzkie,,,,,,,,,14,14,15,18,15,11,13
Małopolskie,,,,,,,,,12,15,14,15,14,12,14
Mazowieckie,,,,,,,,,13,13,16,15,16,13,14
Opolskie,,,,,,,,,13,13,19,18,17,13,18
Podkarpackie,,,,,,,,,11,14,17,13,14,12,13
Podlaskie,,,,,,,,,10,9,14,13,15,11,12
Pomorskie,,,,,,,,,13,13,14,14,15,13,13
Śląskie,,,,,,,,,15,15,16,16,17,15,19
Świętokrzyskie,,,,,,,,,11,13,14,14,15,11,14
Warmińsko-Mazurskie,,,,,,,,,13,13,14,17,19,15,15
Wielkopolskie,,,,,,,,,12,12,14,15,15,12,13
Zachodniopomorskie,,,,,,,,,14,13,16,16,20,15,14
