REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,101,101,100,94,96,95,98,97,98,101,59,66,81,86,91
Dolnośląskie,83,74,83,86,89,91,93,97,95,90,56,56,69,80,78
Kujawsko-Pomorskie,90,83,80,83,81,87,88,83,83,84,56,59,74,80,82
Lubelskie,45,45,58,62,65,67,67,66,61,69,42,44,52,59,60
Lubuskie,44,41,40,39,38,42,42,43,43,43,32,34,41,46,45
Łódzkie,75,85,101,99,102,103,121,93,102,104,64,65,79,84,86
Małopolskie,117,119,122,124,144,118,124,131,133,134,71,72,110,113,118
Mazowieckie,212,211,193,173,171,174,173,175,181,190,103,115,129,140,154
Opolskie,28,28,25,25,21,25,26,26,26,27,17,16,25,28,30
Podkarpackie,27,25,23,26,25,25,26,28,30,34,15,17,22,22,23
Podlaskie,83,90,92,91,91,91,91,90,86,82,36,53,76,55,57
Pomorskie,133,128,122,124,125,127,126,126,125,128,82,88,108,117,125
Śląskie,99,123,127,100,95,91,91,89,89,83,46,75,79,80,80
Świętokrzyskie,36,37,38,38,38,38,37,37,36,37,27,27,36,40,41
Warmińsko-Mazurskie,51,44,41,35,45,37,44,46,45,46,32,19,38,42,48
Wielkopolskie,111,84,78,65,75,81,86,88,90,88,57,61,77,85,90
Zachodniopomorskie,104,106,105,103,102,103,105,106,98,124,87,81,100,111,117
