year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,13097,13838,13133,11808,13727,13220,12804,13263,11744,11851,12563,13610,13901,12061,13454,13531,13456
2012,13165,13935,13197,12047,13855,13327,12795,13375,11662,11953,12806,13529,13791,12160,13575,13597,13534
2013,13190,13995,13275,12069,13924,13296,12781,13553,11562,11850,12857,13480,13747,12027,13534,13663,13594
2014,13308,14098,13446,12129,14072,13409,12851,13543,11844,11919,12879,13695,13936,12117,13593,13883,13716
2015,13549,14387,13637,12384,14344,13699,12948,13772,12180,12108,13169,13786,14217,12316,13841,14197,13993
2016,12945,13836,12960,11824,13807,13078,12453,13149,11544,11621,12568,13283,13569,11733,13163,13415,13360
2017,12449,13347,12479,11393,13164,12652,12015,12693,11354,11232,11988,12690,12930,11268,12701,12891,12680
2018,12363,13366,12462,11240,13165,12536,11863,12667,11395,11055,11795,12564,12845,11138,12469,12860,12642
2019,11809,12715,11852,10719,12488,11954,11359,12071,11031,10558,11413,11952,12349,10837,11863,12171,12123
2020,11833,12724,11921,10784,12718,12040,11385,11987,11112,10689,11495,11962,12312,10692,11779,12245,12249
2021,12029,13032,12101,10915,12868,12185,11535,12221,11310,10821,11724,12195,12386,11002,12038,12498,12479
2022,12352,13566,12267,11014,13208,12486,11748,12750,11638,10802,12081,12687,12724,10915,12254,12887,12890
2023,12189,13397,12163,10991,13127,12264,11787,12379,11620,10850,11969,12620,12483,10875,12073,12529,12747
2024,12777,13893,12740,11420,13836,12919,12282,13100,12074,11308,12578,13114,12992,11295,12767,13435,13185
