REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,,,,,,106.0,111.6,113.2
Dolnośląskie,,,,,,,,,,,,,145.1,150.5,151.4
Kujawsko-Pomorskie,,,,,,,,,,,,,104.6,105.3,110.7
Lubelskie,,,,,,,,,,,,,126.6,140.8,146.1
Lubuskie,,,,,,,,,,,,,119.0,124.7,130.9
Łódzkie,,,,,,,,,,,,,96.7,103.4,108.2
Małopolskie,,,,,,,,,,,,,105.7,108.4,112.5
Mazowieckie,,,,,,,,,,,,,119.6,126.7,129.2
Opolskie,,,,,,,,,,,,,121.8,129.5,130.3
Podkarpackie,,,,,,,,,,,,,138.6,147.2,145.4
Podlaskie,,,,,,,,,,,,,85.4,88.1,88.2
Pomorskie,,,,,,,,,,,,,86.2,90.8,86.6
Śląskie,,,,,,,,,,,,,119.2,119.8,122.1
Świętokrzyskie,,,,,,,,,,,,,114.5,118.5,115.3
Warmińsko-Mazurskie,,,,,,,,,,,,,69.3,81.0,85.1
Wielkopolskie,,,,,,,,,,,,,48.2,56.1,57.2
Zachodniopomorskie,,,,,,,,,,,,,78.8,82.9,76.7
