year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,x,,,,,,,,,,,,,,,,
2011,x,,,,,,,,,,,,,,,,
2012,x,,,,,,,,,,,,,,,,
2013,x,,,,,,,,,,,,,,,,
2014,x,,,,,,,,,,,,,,,,
2015,x,,,,,,,,,,,,,,,,
2016,x,,,,,,,,,,,,,,,,
2017,x,,,,,,,,,,,,,,,,
2018,x,,,,,,,,,,,,,,,,
2019,x,,,,,,,,,,,,,,,,
2020,111405.1,x,x,x,x,x,x,x,x,x,x,59122.9,x,x,478.8,x,51803.4
2021,104753.7,x,x,x,x,x,x,x,x,x,x,55693.7,x,x,2041.4,x,47018.7
2022,85900.6,x,x,x,x,x,x,x,x,x,x,54949.6,x,x,2698.2,x,28252.8
2023,76982.1,x,x,x,x,x,x,x,x,x,x,51604.6,x,x,1545.5,x,23832.0
2024,65388.8,x,x,x,x,x,x,x,x,x,x,45664.7,x,x,2166.9,x,17557.2
