year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,
2019,3.5,2.6,3.8,4.1,5.6,4.4,4.6,3.4,4.5,5.1,2.9,2.3,3.1,3.9,4.0,0.8,5.4
2020,3.8,3.0,4.0,4.9,6.0,4.7,4.6,3.3,4.7,5.0,3.0,3.2,3.4,4.1,4.2,1.3,5.0
2021,9.2,10.2,6.1,9.8,7.4,11.0,9.3,10.9,7.0,7.9,10.7,9.4,8.6,8.3,6.7,8.4,10.1
2022,9.2,10.2,6.1,9.9,7.4,11.1,9.5,10.8,7.0,7.9,10.7,9.6,8.8,8.4,6.7,8.3,10.1
2023,9.6,10.5,6.3,10.2,7.7,11.3,9.7,11.7,7.1,8.0,10.8,9.9,9.1,8.6,6.9,8.6,10.5
