REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,4559,4218,4021,3978,4076,4150,4144,4607,2703,2074,2079,1779,1584,1539,1690
Dolnośląskie,290,224,246,233,259,249,239,226,122,106,113,103,98,89,104
Kujawsko-Pomorskie,551,515,491,511,483,485,467,461,333,257,237,226,211,223,208
Lubelskie,233,200,186,156,150,141,139,140,91,68,56,50,44,52,53
Lubuskie,128,125,114,122,139,165,137,175,85,61,42,48,45,52,63
Łódzkie,199,181,178,169,175,213,219,246,144,107,101,94,65,72,77
Małopolskie,377,304,272,276,283,278,292,319,186,135,145,133,125,110,127
Mazowieckie,449,384,382,392,446,422,456,570,292,242,285,219,203,189,218
Opolskie,194,178,163,141,153,149,137,158,71,55,58,54,40,35,42
Podkarpackie,219,221,202,192,177,164,152,169,110,80,98,75,57,45,57
Podlaskie,101,94,84,95,95,110,96,119,86,67,64,49,48,36,49
Pomorskie,272,291,251,261,252,276,301,332,212,153,150,126,130,150,172
Śląskie,380,370,333,343,356,371,346,405,203,165,180,187,142,131,171
Świętokrzyskie,215,211,212,206,199,207,216,236,149,89,93,77,77,62,61
Warmińsko-Mazurskie,145,142,124,141,125,150,120,139,76,57,59,45,54,37,40
Wielkopolskie,474,489,492,481,499,516,560,609,390,294,276,207,176,160,165
Zachodniopomorskie,332,289,291,259,285,254,267,303,153,138,122,86,69,96,83
