REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,101.6,92.78,94.17,95.87,98.91,100.94,101.52,112.18,121.02,128.01,144.4,143.61,219.9,219.43,241.74
Dolnośląskie,98.64,93.79,106.58,97.72,100.94,98.16,99.26,112.61,113.9,126.34,152.08,151.51,204.09,210.93,238.35
Kujawsko-Pomorskie,82.42,81.64,87.2,89.94,88.61,95.37,93.76,105.4,107.3,111.14,138.2,134.72,232.71,228.96,226.16
Lubelskie,107.47,84.47,88.25,97.35,85.68,83.67,87.36,108.24,108.33,118.92,141.19,133.34,228.57,240.55,243.77
Lubuskie,119.12,106.01,98.45,109.23,102.68,99.66,106.28,117.99,127.2,141.46,150.22,156.24,184.71,216.87,263.31
Łódzkie,112.03,97.53,99.8,102.82,104.38,109.58,115.56,119.25,130.38,134.01,156.14,153.72,179.68,204.51,234.04
Małopolskie,95.07,80.74,80.45,85.78,91.09,95.83,97.06,108.44,114.05,119.32,131.86,136.19,318.57,276.36,272.94
Mazowieckie,114.35,110.6,112.08,109.22,114.89,115.17,118.45,127.77,138.96,140.75,149.73,154.03,248.62,234.81,280.85
Opolskie,105.98,97.81,97.92,103.23,106.6,110.46,109.22,123.5,132.62,141.61,161.14,158.7,217.54,221.57,324.58
Podkarpackie,135.96,87.02,84.75,84.02,89.43,87.22,87.53,97.73,114.35,120.44,141.28,132.03,171.02,190.91,212.93
Podlaskie,86.97,106.2,90.57,91.73,99.83,98.16,99.33,107.34,120.35,135.21,149.07,147.17,248.44,246.63,250.22
Pomorskie,96.48,96.59,99.44,97.01,99.51,104.86,99.98,109.4,122.51,121.13,135.3,134.97,160.2,167.51,197.12
Śląskie,92.28,84.64,85.35,88.64,93.24,95.37,100.38,106.43,116.92,122.48,132.7,132.34,211.95,219.1,221.31
Świętokrzyskie,105.67,88.55,88.56,93.35,95.45,93.27,95.65,110.81,118.14,131.94,151.66,147.54,195.84,204.68,241.88
Warmińsko-Mazurskie,93.47,90.85,86.24,94.52,101.91,99.74,94.7,109.73,124.97,140.5,153.07,144.46,204.52,211.71,238.72
Wielkopolskie,85.75,83.63,85.25,84.77,88.16,101.57,95.65,107.48,116.03,122.53,134.01,136.9,164.11,179.42,200.51
Zachodniopomorskie,102.97,103.68,107.37,114.94,122.75,116.34,106.5,115.95,125.49,141.58,174.48,168.04,297.48,242.7,256.91
