year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,
2019,0.9,2.1,1.2,0.3,9.5,0.1,0.5,1.5,0.2,0.0,2.0,0.9,0.8,0.0,1.9,1.8,0.2
2020,1.1,1.8,0.8,0.4,12.9,1.6,1.1,1.2,0.7,0.0,1.7,0.8,0.8,0.0,1.0,0.7,0.2
2021,0.8,1.4,0.3,0.9,15.6,0.0,0.3,1.1,0.7,0.0,2.4,0.7,0.8,0.0,0.5,0.2,0.4
2022,0.6,1.2,0.3,0.0,13.9,0.0,0.6,1.2,0.0,0.0,3.1,0.8,0.2,0.0,0.6,0.3,0.4
2023,0.9,1.6,0.7,0.1,16.1,0.0,0.5,1.0,0.0,0.0,16.3,1.5,0.1,0.0,1.2,0.0,0.4
2024,0.6,1.9,0.6,0.2,14.3,0.0,0.5,0.8,0.0,0.0,3.2,1.9,0.2,0.0,0.7,0.4,0.3
