REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,16.3,15.9,16.1,16.1,13.0,10.4,8.1,6.4,5.6,4.8,5.8,5.0,4.8,4.5,4.4
Dolnośląskie,12.2,10.6,11.0,10.8,7.9,5.9,4.6,3.6,3.2,2.7,3.3,2.9,3.0,2.7,2.8
Kujawsko-Pomorskie,18.3,18.2,18.1,18.3,15.2,12.0,10.3,8.2,7.2,6.0,6.9,5.9,5.7,5.4,5.4
Lubelskie,27.2,26.9,27.4,27.6,23.0,19.9,16.5,13.4,11.9,10.6,12.2,10.6,10.0,9.3,8.8
Lubuskie,16.9,16.1,14.9,14.4,10.7,8.3,6.4,4.8,4.2,3.3,4.3,3.3,3.0,2.8,2.8
Łódzkie,12.9,13.2,13.7,13.8,10.9,8.8,6.5,4.9,4.3,3.8,4.6,4.1,4.1,3.8,3.7
Małopolskie,15.9,15.0,15.6,15.6,12.4,9.6,6.9,5.3,4.6,3.8,5.2,4.5,4.7,4.4,4.0
Mazowieckie,15.9,16.1,16.8,17.3,14.5,11.8,9.4,7.5,6.5,5.7,6.5,5.7,5.6,5.1,4.9
Opolskie,13.4,12.1,11.8,11.4,8.4,6.7,5.6,4.4,3.8,3.5,4.3,3.6,3.8,3.6,3.4
Podkarpackie,28.0,28.1,27.3,26.4,22.0,18.1,13.9,11.4,9.9,8.5,10.0,8.9,7.8,7.5,7.4
Podlaskie,21.6,21.3,21.3,21.5,17.6,15.1,12.0,9.5,8.3,7.2,8.4,7.6,7.6,7.3,7.1
Pomorskie,11.1,11.1,11.3,11.3,9.4,6.8,5.3,3.9,3.5,3.1,4.1,3.5,3.4,3.2,3.1
Śląskie,11.9,11.5,11.8,11.7,9.4,7.4,5.5,4.2,3.4,2.6,3.8,3.2,3.0,2.9,2.8
Świętokrzyskie,25.1,24.5,24.0,24.9,20.3,16.8,12.9,10.0,9.1,8.4,9.3,8.1,7.3,7.3,6.9
Warmińsko-Mazurskie,21.0,20.9,20.9,21.2,17.0,13.3,10.7,8.6,7.5,6.3,7.2,6.0,5.9,5.4,5.4
Wielkopolskie,10.3,9.7,9.8,9.5,7.2,5.4,4.1,3.0,2.4,2.2,2.8,2.4,2.3,2.3,2.3
Zachodniopomorskie,18.7,17.8,17.8,16.8,13.6,10.7,8.1,6.4,5.5,4.7,6.1,5.0,4.9,4.8,4.7
