year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,867,696,1155,1007,1029,823,705,762,647,1191,1019,898,572,1172,1426,797,1045
2011,806,639,1089,955,937,784,660,694,608,1082,992,857,525,1060,1319,745,965
2012,807,615,1100,957,919,788,667,682,602,1099,980,855,539,1077,1353,745,970
2013,832,634,1148,978,955,823,674,699,641,1133,1027,874,564,1108,1397,774,971
2014,768,576,1054,917,883,761,640,650,609,1045,963,799,526,1020,1279,700,849
2015,710,520,966,858,814,704,611,604,561,976,898,739,485,946,1188,635,766
2016,645,468,883,776,734,639,549,550,525,887,823,676,442,862,1090,573,693
2017,568,414,802,658,646,563,485,485,474,779,731,587,380,761,957,514,603
2018,513,365,723,592,580,533,447,436,428,697,665,532,338,688,873,463,543
2019,463,334,659,536,514,452,413,386,398,619,609,481,304,634,797,430,478
2020,416,301,605,474,479,402,369,340,370,549,554,431,281,573,738,387,434
2021,373,274,556,414,427,355,336,304,336,477,496,386,256,501,652,350,386
2022,344,252,517,380,385,332,304,278,312,441,459,360,239,458,602,333,352
2023,338,252,493,377,370,336,296,271,310,426,462,361,234,451,576,326,358
