REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,6.5,6.5,6.4,6.2,6.2,6.2,6.1,6.1,6.2,6.2,6.2,6.2,6.2,6.3,6.3
Dolnośląskie,8.9,8.9,8.9,8.8,8.8,8.7,8.8,8.7,8.5,8.6,8.7,8.9,9.0,9.1,9.2
Kujawsko-Pomorskie,7.0,7.0,7.1,6.6,6.7,6.7,6.7,6.7,6.7,7.4,6.7,6.7,6.7,6.7,6.7
Lubelskie,4.1,4.1,4.2,4.1,4.1,4.1,4.2,4.2,4.2,3.9,4.3,4.4,4.4,4.3,4.4
Lubuskie,6.9,6.9,6.9,6.6,6.6,6.5,6.4,6.3,6.5,6.6,6.6,6.5,6.5,6.6,6.5
Łódzkie,5.8,5.8,5.8,5.8,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,6.0
Małopolskie,7.4,7.4,7.4,7.4,7.2,7.2,7.0,7.1,7.2,7.1,7.1,7.1,7.1,7.1,7.1
Mazowieckie,4.7,4.8,4.8,4.8,4.7,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.9,5.1,5.0
Opolskie,9.2,9.2,8.7,8.5,8.1,8.0,8.3,8.2,8.3,8.4,8.4,8.3,8.3,8.8,8.3
Podkarpackie,5.8,5.7,5.7,5.2,5.5,5.5,5.5,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Podlaskie,3.8,3.8,3.5,3.4,3.2,3.2,3.2,3.6,3.8,3.7,3.7,3.8,3.8,3.8,3.8
Pomorskie,6.8,6.8,6.8,6.6,6.7,6.7,6.5,7.0,6.5,6.5,6.6,6.6,6.6,6.8,6.4
Śląskie,17.5,17.4,16.8,16.0,16.0,16.0,15.9,15.8,15.8,15.6,15.5,15.2,15.1,15.3,15.3
Świętokrzyskie,6.2,6.2,6.2,5.9,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.1,6.2
Warmińsko-Mazurskie,5.0,5.1,5.1,4.5,4.6,4.7,4.5,4.5,4.5,4.7,4.7,4.5,4.5,4.5,4.6
Wielkopolskie,7.1,7.0,6.9,6.6,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.4,6.4
Zachodniopomorskie,5.3,5.3,5.5,5.2,5.2,5.2,5.0,5.1,5.1,5.2,5.2,5.1,5.1,5.1,5.4
