year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,34.6,62.9,34.0,25.3,48.9,27.6,39.1,27.3,39.4,37.0,11.2,16.5,46.9,16.6,7.0,34.9,19.4
2011,32.9,58.1,31.8,29.5,46.1,22.9,39.7,25.1,37.9,36.6,13.2,15.4,45.0,14.0,8.1,34.8,21.7
2012,32.4,60.5,28.7,31.6,42.4,23.0,38.4,24.5,36.6,39.6,13.9,15.7,43.1,15.2,8.0,34.0,23.7
2013,32.4,59.9,24.1,31.9,40.5,24.8,38.5,24.8,36.5,40.3,11.3,16.2,43.8,14.7,7.0,35.2,22.0
2014,32.7,59.7,22.8,32.5,42.0,24.9,38.3,25.5,36.6,40.8,10.6,16.5,43.3,14.8,7.7,35.5,22.5
2015,34.2,59.8,26.9,35.3,39.9,29.1,38.0,27.7,35.5,43.0,10.9,18.2,45.2,16.7,7.6,35.2,22.6
2016,34.8,58.5,22.7,33.4,39.9,26.4,39.3,29.3,35.1,44.3,10.2,19.7,46.0,17.6,7.2,36.6,23.8
2017,34.1,57.0,22.2,33.4,42.1,25.6,39.9,29.8,35.2,43.0,9.8,17.9,42.9,25.1,6.9,37.0,25.3
2018,33.6,56.9,23.4,32.5,44.7,26.8,39.1,28.7,35.2,43.5,10.3,16.0,41.8,25.3,6.8,36.2,27.6
2019,34.2,59.6,24.4,32.6,44.3,27.6,40.4,29.0,33.0,45.7,10.1,15.1,42.8,27.4,5.8,36.6,28.1
2020,34.4,62.7,25.9,30.6,42.3,27.6,39.5,31.3,32.8,42.9,9.7,16.8,40.3,25.6,7.1,35.3,21.5
2021,34.5,64.1,26.2,33.4,41.8,28.4,40.2,32.1,35.9,42.2,10.3,16.6,37.1,25.7,6.5,34.1,22.5
2022,33.3,65.9,24.0,35.7,40.9,26.4,39.9,26.2,38.7,40.3,9.1,18.8,35.7,24.9,5.9,33.8,23.4
2023,33.3,68.7,23.9,30.7,42.5,27.5,42.3,20.0,34.4,40.3,8.1,22.2,40.9,30.3,6.4,35.5,23.9
2024,33.5,66.8,25.2,29.9,41.9,25.8,43.0,22.3,35.6,43.2,7.0,22.1,42.1,29.7,7.9,35.4,24.0
