REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,4.4,3.5,3.8,2.9,3.0,2.6,3.9,2.8,3.6,2.6,6.9,3.3,8.1,,8.0
Dolnośląskie,5.4,1.6,3.8,2.6,2.3,3.2,3.3,2.2,3.7,2.5,4.8,3.9,7.3,,11.3
Kujawsko-Pomorskie,2.1,1.7,2.4,4.5,3.2,1.2,2.3,1.2,2.9,0.7,9.1,2.9,5.4,,8.9
Lubelskie,3.7,3.6,4.6,1.3,3.0,1.5,1.7,0.5,3.3,0.8,5.4,2.2,2.6,,3.8
Lubuskie,1.9,1.4,2.2,2.6,1.1,1.8,1.8,1.6,2.4,1.2,0.7,1.9,4.1,,1.8
Łódzkie,3.5,3.1,4.0,2.9,1.4,1.7,1.7,2.9,1.3,3.9,5.5,5.9,6.3,,6.4
Małopolskie,4.4,3.7,5.5,1.5,3.4,2.4,4.9,3.3,4.4,4.0,7.3,3.3,6.4,,8.4
Mazowieckie,6.0,3.9,5.5,4.9,4.6,4.8,5.7,4.5,5.9,3.4,10.4,4.5,10.9,,12.3
Opolskie,2.0,2.1,1.4,2.4,1.6,1.7,0.6,0.5,1.1,1.3,1.9,0.2,2.6,,6.7
Podkarpackie,4.5,3.6,2.8,3.5,4.2,3.0,12.9,3.3,3.0,5.7,8.5,4.5,17.6,,5.0
Podlaskie,3.7,2.3,1.4,2.9,3.8,1.0,2.4,0.5,2.9,0.7,1.8,1.5,2.7,,1.8
Pomorskie,5.0,4.0,3.5,2.8,2.1,2.4,3.5,4.3,6.2,3.7,8.9,4.1,8.2,,4.4
Śląskie,4.0,4.6,2.3,3.0,3.1,1.9,3.2,3.1,2.4,2.6,7.0,3.0,12.3,,8.5
Świętokrzyskie,3.7,2.4,3.1,0.9,3.0,1.2,2.6,1.7,0.9,1.2,2.3,1.0,3.5,,5.9
Warmińsko-Mazurskie,1.9,3.4,1.4,1.7,1.9,2.0,2.3,1.1,1.5,2.3,13.4,4.4,4.8,,3.9
Wielkopolskie,4.6,4.3,3.1,1.5,1.6,1.5,3.2,1.7,2.8,1.1,3.5,2.0,3.6,,5.3
Zachodniopomorskie,3.0,2.4,1.6,1.5,2.8,1.1,1.4,0.3,2.5,0.3,5.6,0.9,14.1,,3.3
