REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,61.5,61.7,62.1,61.7,61.8,62.0,62.6,62.8,62.8,62.5,62.3
Dolnośląskie,,,,,60.9,61.6,60.9,60.7,63.7,63.2,62.9,61.3,60.4,59.9,59.4
Kujawsko-Pomorskie,,,,,47.1,47.1,47.0,46.9,46.9,42.7,47.0,47.0,47.0,47.0,47.0
Lubelskie,,,,,40.0,39.9,39.8,39.7,39.7,50.6,45.6,44.8,44.8,45.6,43.8
Lubuskie,,,,,36.6,37.1,37.9,37.8,36.7,36.0,36.4,36.6,36.5,36.4,36.5
Łódzkie,,,,,92.3,92.3,92.5,92.5,92.4,93.7,92.9,91.0,90.9,92.3,91.2
Małopolskie,,,,,80.9,82.6,83.4,83.7,84.0,84.2,84.6,84.4,84.4,83.4,83.4
Mazowieckie,,,,,82.9,82.4,82.5,82.4,82.3,80.4,82.3,82.3,83.1,80.1,81.0
Opolskie,,,,,56.5,57.7,55.0,55.4,54.9,55.6,55.1,55.5,55.5,53.3,56.3
Podkarpackie,,,,,37.5,37.5,37.7,41.2,37.8,40.1,40.7,46.7,46.4,46.6,46.7
Podlaskie,,,,,33.4,33.5,33.5,29.8,28.9,29.3,29.3,29.2,29.3,29.4,29.1
Pomorskie,,,,,37.8,38.1,38.9,36.4,38.9,38.8,38.6,38.2,38.6,39.2,39.2
Śląskie,,,,,83.5,83.9,84.3,84.2,84.2,86.6,90.6,92.0,92.5,92.8,93.1
Świętokrzyskie,,,,,76.8,76.8,76.8,76.8,76.8,75.9,76.7,75.9,76.1,77.1,76.3
Warmińsko-Mazurskie,,,,,44.5,43.7,46.7,46.6,46.7,43.2,44.3,45.1,45.1,44.8,44.5
Wielkopolskie,,,,,67.0,66.8,67.4,67.3,67.4,66.7,66.9,67.2,66.8,67.1,67.1
Zachodniopomorskie,,,,,63.3,63.4,64.2,63.2,63.2,63.3,63.0,64.0,64.0,63.3,59.5
