REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,0.20,0.20,0.21,0.20,0.20,0.20,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.19
Dolnośląskie,0.30,0.41,0.41,0.42,0.39,0.40,0.40,0.28,0.28,0.32,0.32,0.32,0.32,0.28,0.28
Kujawsko-Pomorskie,0.24,0.25,0.25,0.24,0.24,0.24,0.24,0.21,0.22,0.22,0.23,0.23,0.23,0.17,0.17
Lubelskie,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Lubuskie,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.09,0.13,0.12
Łódzkie,0.25,0.25,0.26,0.27,0.27,0.27,0.27,0.29,0.27,0.28,0.28,0.28,0.27,0.27,0.26
Małopolskie,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.14
Mazowieckie,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.10
Opolskie,0.35,0.33,0.31,0.27,0.23,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.29,0.28
Podkarpackie,0.10,0.10,0.10,0.09,0.09,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11
Podlaskie,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.14,0.14
Pomorskie,0.16,0.16,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.16
Śląskie,0.35,0.40,0.39,0.39,0.39,0.40,0.40,0.43,0.43,0.40,0.40,0.39,0.41,0.42,0.42
Świętokrzyskie,0.29,0.29,0.29,0.29,0.30,0.30,0.32,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.32
Warmińsko-Mazurskie,0.20,0.19,0.20,0.20,0.19,0.19,0.20,0.20,0.20,0.18,0.19,0.19,0.19,0.19,0.20
Wielkopolskie,0.32,0.33,0.33,0.30,0.34,0.34,0.36,0.34,0.34,0.35,0.34,0.34,0.34,0.31,0.31
Zachodniopomorskie,0.12,0.12,0.13,0.08,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12
