year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,2.95,0.33,0.39,6.33,2.15,3.14,8.34,2.45,1.26,5.80,1.30,1.81,2.93,0.86,3.86,4.48,5.15
2011,3.80,1.55,0.18,1.07,4.83,1.94,6.12,1.29,9.25,26.50,3.47,2.91,6.44,0.03,2.04,4.25,6.03
2012,6.03,2.25,5.87,1.44,3.50,2.61,10.39,4.15,4.74,32.23,2.07,2.43,7.55,0.96,3.64,12.33,8.26
2013,4.26,2.33,1.34,1.67,9.93,2.12,6.51,3.05,15.20,15.17,3.69,3.81,1.95,1.65,2.09,5.56,12.41
2014,4.57,3.04,2.09,2.23,10.95,3.16,13.02,2.99,4.54,25.93,9.57,2.69,3.80,1.01,3.55,3.37,7.94
2015,4.20,1.09,3.03,3.42,4.09,2.00,12.12,6.05,0.44,38.43,4.90,7.17,2.76,0.89,2.40,3.68,4.97
2016,3.15,1.34,1.61,2.53,3.34,3.54,9.28,4.44,1.20,9.06,2.59,3.79,1.33,0.98,4.14,3.72,4.31
2017,2.95,1.75,0.70,1.25,2.35,2.58,9.60,9.52,2.11,6.95,2.78,1.63,0.99,2.05,2.19,3.22,2.25
2018,3.23,3.14,1.22,2.59,4.32,3.33,11.96,8.85,0.94,11.09,2.54,2.89,1.23,1.07,2.06,1.97,4.09
2019,3.41,2.18,1.20,4.24,2.71,2.90,8.95,5.85,2.06,7.43,3.99,3.10,4.15,0.81,4.88,2.80,3.00
2020,3.18,1.09,1.44,4.26,2.36,2.93,11.13,6.51,0.56,8.68,8.61,3.57,2.69,0.40,2.65,2.23,1.91
2021,4.49,2.82,1.41,2.49,4.74,3.08,7.62,5.40,3.24,8.91,5.57,5.24,2.37,1.43,4.58,6.77,9.53
2022,6.64,3.41,2.95,4.82,9.95,13.22,13.63,7.63,4.81,7.89,10.58,2.59,1.05,1.17,4.19,11.89,5.91
2023,5.75,7.57,2.15,15.74,6.01,14.27,12.69,5.64,3.86,7.02,5.26,2.85,1.05,1.31,2.50,5.16,1.85
2024,4.55,1.61,5.28,2.71,3.17,3.75,8.06,6.16,1.96,9.62,3.79,5.14,1.17,1.45,1.73,10.07,5.03
