REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,1575,1564,1616,1667,1700,1743,1783,1833,1876,1959,2061,2160,2253,2342,2429
Dolnośląskie,1729,1721,1785,1861,1901,1958,2007,2077,2141,2209,2284,2397,2517,2622,2724
Kujawsko-Pomorskie,1371,1364,1399,1435,1453,1478,1498,1527,1561,1627,1739,1813,1867,1930,1995
Lubelskie,1191,1181,1217,1255,1280,1304,1324,1365,1410,1463,1595,1674,1752,1820,1883
Lubuskie,1577,1561,1621,1671,1692,1732,1760,1800,1831,1920,2048,2147,2221,2302,2388
Łódzkie,1425,1424,1474,1517,1545,1578,1612,1654,1690,1763,1866,1954,2035,2106,2176
Małopolskie,1561,1560,1616,1656,1686,1728,1770,1822,1887,1984,2060,2164,2263,2361,2459
Mazowieckie,2035,2019,2097,2184,2246,2334,2418,2501,2538,2672,2715,2854,2994,3134,3264
Opolskie,1486,1471,1501,1539,1556,1580,1598,1622,1650,1712,1830,1904,1973,2038,2102
Podkarpackie,1123,1111,1140,1178,1203,1228,1254,1287,1325,1386,1493,1574,1642,1705,1762
Podlaskie,1201,1200,1241,1271,1302,1324,1343,1374,1414,1468,1583,1659,1736,1814,1880
Pomorskie,1771,1760,1813,1868,1908,1962,2011,2074,2108,2193,2264,2374,2476,2577,2668
Śląskie,1495,1479,1527,1569,1594,1629,1657,1692,1728,1788,1898,1988,2063,2133,2205
Świętokrzyskie,1332,1306,1342,1377,1394,1416,1440,1474,1515,1577,1713,1799,1870,1932,2002
Warmińsko-Mazurskie,1252,1236,1272,1306,1330,1350,1370,1399,1438,1514,1641,1719,1781,1845,1903
Wielkopolskie,1680,1689,1748,1803,1845,1884,1922,1973,2025,2120,2201,2297,2381,2459,2542
Zachodniopomorskie,1944,1904,1941,1982,2004,2044,2077,2126,2164,2238,2378,2472,2557,2639,2714
