year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,4.6,7.0,4.3,1.3,0.6,7.4,3.9,1.6,0.4,0.3,6.3,9.0,10.6,0.5,5.8,3.5,3.4
2011,4.8,7.1,0.4,0.4,0.5,8.5,5.0,0.9,0.2,0.3,6.7,9.1,9.5,1.8,10.5,6.9,2.7
2012,4.4,9.8,0.1,0.8,4.3,8.2,5.8,0.7,0.3,0.0,7.3,9.5,6.9,4.3,12.5,0.3,2.8
2013,4.0,1.4,0.0,3.1,0.7,8.6,4.9,0.6,0.2,0.0,8.3,8.7,7.6,1.7,17.1,1.6,2.3
2014,3.9,3.1,0.2,2.9,0.1,9.4,4.8,0.6,0.2,0.1,8.8,8.6,7.9,0.1,9.6,1.6,2.6
2015,5.9,8.5,0.3,4.0,1.7,10.1,5.3,1.3,0.2,0.0,11.3,12.1,9.5,0.2,17.0,7.8,2.5
2016,8.3,8.6,15.8,0.1,7.5,10.4,6.4,5.6,0.4,9.0,11.9,14.7,9.1,0.2,22.7,7.7,4.7
2017,9.7,9.6,18.5,3.4,5.5,10.7,6.0,8.1,4.8,14.5,10.5,14.2,9.6,2.8,22.9,8.9,6.2
2018,9.8,11.7,18.3,0.8,6.1,10.9,7.2,7.0,5.3,13.1,12.7,15.6,10.0,0.4,17.6,8.1,13.3
2019,9.9,14.8,16.5,0.8,6.7,11.4,5.7,5.9,0.2,12.1,11.3,17.0,10.3,0.1,23.6,9.4,13.8
2020,11.5,17.7,17.5,1.1,7.2,9.7,7.2,8.9,1.8,13.9,13.5,20.3,12.0,0.3,25.5,11.5,12.5
2021,13.3,13.3,17.6,12.8,17.2,13.0,8.8,13.8,26.5,14.6,10.8,22.5,6.9,11.2,22.5,8.6,14.6
2022,15.8,13.9,25.5,14.1,23.9,11.0,17.4,16.6,29.4,18.0,14.6,17.2,6.4,17.5,20.1,9.7,26.0
2023,13.3,13.4,27.3,5.8,14.6,12.6,11.4,15.2,19.6,11.1,11.8,18.7,5.7,14.6,15.0,9.1,22.7
