year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,3.5,4.3,0.7,2.5,8.2,0.8,3.7,2.4,0.6,5.2,4.1,3.0,1.5,2.5,7.5,1.8,10.8
2011,4.0,4.9,0.8,2.4,9.1,0.9,3.4,2.4,0.5,5.2,4.9,3.7,1.7,2.8,9.4,2.2,13.8
2012,4.4,4.6,0.9,2.7,10.9,1.0,3.7,2.8,0.6,5.0,5.2,4.1,1.9,2.9,10.9,2.3,15.6
2013,4.6,4.1,1.1,3.0,13.4,1.1,3.0,3.3,0.7,5.1,5.9,3.9,1.9,3.0,11.4,2.4,15.5
2014,4.5,4.0,1.1,2.8,12.1,1.2,2.9,3.2,0.7,4.1,6.0,4.0,2.1,2.7,11.7,2.3,15.6
2015,4.0,3.4,1.0,2.4,11.8,1.0,2.4,2.8,0.6,2.9,5.3,3.3,1.9,2.4,11.3,2.0,13.7
2016,3.7,3.2,0.9,2.2,10.8,1.0,2.2,2.6,0.6,2.6,5.0,3.2,1.4,2.2,10.6,1.7,11.8
2017,3.4,3.0,0.8,2.0,9.7,0.9,1.9,2.3,0.6,2.7,5.0,3.0,1.0,2.1,11.4,1.4,10.8
2018,3.3,3.2,0.7,2.0,9.6,0.9,1.6,2.0,0.7,2.5,4.8,2.7,0.8,1.9,11.0,1.5,11.3
2019,3.5,3.2,0.7,2.0,10.2,0.9,1.7,2.2,0.6,2.4,4.7,2.7,1.0,1.9,11.4,1.6,11.9
2020,3.4,3.3,0.7,2.0,9.7,1.0,1.5,2.1,0.6,2.2,4.8,2.7,0.9,1.7,10.1,1.7,10.9
2021,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,
2023,4.3,4.0,0.9,2.2,13.1,1.2,1.5,2.7,0.5,2.0,8.1,3.3,1.1,1.8,12.5,2.1,13.9
