REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4
Dolnośląskie,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3
Kujawsko-Pomorskie,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4
Lubelskie,8,8,8,8,7,7,7,6,6,5,5,5,5,5,5
Lubuskie,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4
Łódzkie,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4
Małopolskie,7,7,7,7,6,6,7,6,5,5,5,5,5,5,4
Mazowieckie,5,5,5,5,5,4,5,4,4,4,4,3,3,3,3
Opolskie,7,7,7,8,7,7,7,7,6,6,5,5,5,6,5
Podkarpackie,8,8,8,8,8,8,8,7,6,6,6,6,6,6,6
Podlaskie,6,6,6,6,6,5,6,5,4,4,4,4,4,4,4
Pomorskie,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3
Śląskie,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3
Świętokrzyskie,8,8,8,8,8,7,8,7,6,6,6,6,6,6,6
Warmińsko-Mazurskie,6,6,6,6,6,5,6,5,5,5,5,4,4,5,4
Wielkopolskie,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4
Zachodniopomorskie,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4
