year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,5641,6155,5064,3799,7329,5382,4811,8244,4590,4837,4194,5753,5672,5250,4503,5487,4816
2011,6316,6916,5392,4751,7810,6641,5431,8680,4628,6306,5423,6118,6506,5242,5334,6038,5092
2012,6167,6729,4561,4543,5644,7165,5468,8781,4266,5902,4585,6496,5988,5090,5190,6093,5741
2013,6004,7092,4434,4509,5168,6680,5231,8908,4746,5643,4610,6031,6002,3895,4275,5450,6249
2014,6516,7602,5310,4887,4712,6469,5554,10316,5717,5339,5758,6574,6274,3913,4634,6452,6091
2015,7069,7800,6692,4837,5762,6980,6277,10868,8062,5172,5754,7277,6445,4624,5587,7291,6383
2016,6361,7562,4338,3517,5573,5744,5430,10533,8292,4659,4174,6882,6367,3505,4941,6770,4719
2017,6712,8358,4736,4145,5426,5792,5669,10802,6809,5136,5381,7399,6614,3883,5075,6960,5917
2018,7879,9960,5851,5361,6207,6723,6627,12601,7251,6407,6565,8372,7492,4586,6572,7985,6940
2019,8361,11590,5848,6040,6252,7435,7114,13477,7958,6773,7157,7336,8198,4999,5882,8522,6695
2020,8106,10333,6361,6178,5992,7026,7029,12738,6939,6291,7300,7411,7507,5032,5981,7900,8965
2021,8992,10468,7072,6287,8041,7666,7887,14828,7588,7111,8432,8485,7716,5602,6925,8918,9462
2022,10577,11641,8456,6994,8830,8701,9255,17804,9158,7365,10039,9497,9992,6701,7894,10448,11667
2023,12254,12212,9273,8839,12130,10666,10186,20631,11626,9751,11425,12138,11804,8157,9023,11364,11682
2024,11785,11637,8909,8621,10402,9139,9636,20911,11362,9442,10553,12336,10896,7967,7741,10870,11426
