REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,51,23,1,9,32,27,4,9,2,2,20,2,1,5,3
Dolnośląskie,0,11,0,4,0,1,0,0,0,2,0,0,0,1,0
Kujawsko-Pomorskie,0,0,0,0,22,0,0,0,0,0,10,0,0,0,0
Lubelskie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lubuskie,0,1,0,1,0,12,0,0,0,0,0,0,0,0,0
Łódzkie,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
Małopolskie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mazowieckie,2,1,0,4,0,14,2,0,0,0,0,0,0,0,1
Opolskie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Podkarpackie,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Podlaskie,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pomorskie,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Śląskie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Świętokrzyskie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Warmińsko-Mazurskie,12,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Wielkopolskie,16,8,0,0,0,0,0,8,0,0,10,1,0,0,0
Zachodniopomorskie,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0
