year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,10.0,11.6,6.3,8.3,7.8,8.7,10.9,11.7,9.1,7.1,11.9,9.6,10.5,9.4,6.0,11.5,8.3
2011,10.9,11.5,11.0,6.4,9.7,10.4,11.0,15.0,8.7,8.3,12.1,11.3,10.5,7.5,6.2,10.7,9.6
2012,10.7,11.5,10.3,10.9,7.7,12.1,10.4,13.9,7.7,9.7,9.4,9.5,10.9,6.8,7.1,10.4,8.6
2013,11.7,11.0,9.2,11.5,9.4,11.0,13.4,15.0,11.7,9.1,16.3,11.0,10.0,8.5,9.6,11.9,10.3
2014,11.8,10.9,11.1,10.0,7.1,11.5,12.9,14.9,12.7,10.4,14.3,11.8,11.1,6.5,11.4,11.7,9.7
2015,12.4,11.2,9.8,7.8,10.7,13.6,13.3,17.5,9.4,12.1,16.8,9.5,12.0,5.7,12.0,11.6,10.1
2016,11.8,12.2,10.1,10.9,7.1,15.0,11.3,15.5,10.6,10.7,14.5,10.7,12.1,6.8,7.1,10.6,7.9
2017,14.0,14.1,13.8,12.0,7.7,13.1,15.6,17.5,12.0,11.6,15.9,13.4,12.3,14.6,11.7,13.8,13.0
2018,15.7,16.9,12.8,14.1,15.5,14.7,16.2,19.4,14.9,14.7,11.1,14.7,15.3,10.0,13.0,16.5,15.2
2019,16.5,18.9,16.0,13.3,11.5,16.5,16.8,20.2,16.3,14.4,17.2,15.1,14.9,12.9,16.4,16.4,15.1
2020,17.9,17.2,18.0,18.7,14.9,17.8,17.9,21.5,15.6,16.9,18.1,14.9,18.3,12.5,13.9,18.9,15.1
2021,17.0,17.7,16.9,14.6,13.5,15.7,17.3,19.5,16.4,14.6,19.5,15.4,16.7,12.9,15.2,17.9,18.0
2022,18.0,18.4,14.5,14.6,15.8,21.6,20.4,20.4,16.2,17.4,17.1,14.6,18.2,14.0,16.1,17.9,16.4
2023,17.8,20.0,15.6,16.5,13.4,20.5,18.4,19.7,19.2,17.7,19.9,14.3,18.0,11.5,14.4,19.1,12.0
2024,18.3,17.3,15.5,14.9,14.9,18.3,21.3,20.3,15.6,18.6,19.5,14.8,16.5,15.4,16.3,19.1,20.8
