year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,39.8,74.1,48.2,27.4,38.9,30.1,12.9,23.6,103.9,17.0,14.4,61.5,42.0,10.1,42.0,45.7,69.2
2011,37.6,56.0,60.6,40.7,32.5,29.5,13.7,24.1,100.0,14.1,14.5,49.1,32.0,4.4,36.4,41.0,59.0
2012,33.9,62.6,48.3,26.9,38.6,20.2,8.3,15.3,70.3,7.5,12.6,39.0,37.5,8.0,36.4,59.4,46.9
2013,43.4,69.2,55.0,60.3,24.0,41.4,10.6,29.6,97.7,21.0,7.9,66.9,53.1,22.9,46.0,41.2,54.2
2014,47.9,86.8,63.1,34.7,44.7,39.8,26.5,33.0,97.0,18.9,21.2,64.6,51.0,16.5,43.8,53.8,85.6
2015,39.0,55.5,67.6,24.2,29.2,32.0,9.5,17.8,94.3,19.7,20.4,46.7,22.2,20.9,29.4,66.9,59.3
2016,68.4,86.1,78.4,43.0,48.7,42.8,16.4,39.7,136.6,21.5,16.6,61.7,50.5,21.3,45.5,208.7,64.9
2017,53.0,87.2,126.9,50.0,32.3,44.9,23.1,32.7,96.4,30.8,35.6,46.4,42.3,28.3,48.9,42.7,76.7
2018,55.1,86.4,88.6,68.6,41.2,31.3,34.4,46.4,118.6,40.3,21.4,74.5,57.9,35.9,37.2,60.8,44.0
2019,55.9,77.9,49.5,71.8,24.5,50.1,26.8,116.7,124.5,14.9,10.4,31.7,37.6,14.8,49.5,35.3,57.8
2020,89.6,137.4,110.6,87.7,65.8,95.9,51.6,70.7,146.0,69.8,65.8,99.6,80.3,50.3,84.6,95.6,108.7
2021,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,
2023,78.4,111.1,79.6,78.0,39.1,99.8,52.8,81.9,147.4,85.4,57.1,71.9,71.3,47.0,78.5,66.9,76.9
