REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,8.7,8.1,8.1,8.3,7.7,7.1,6.5,5.7,5.1,4.6,4.2,3.7,3.4,3.4,3.1
Dolnośląskie,7.0,6.4,6.1,6.3,5.8,5.2,4.7,4.1,3.7,3.3,3.0,2.7,2.5,2.5,2.3
Kujawsko-Pomorskie,11.6,10.9,11.0,11.5,10.5,9.7,8.8,8.0,7.2,6.6,6.0,5.6,5.2,4.9,4.6
Lubelskie,10.1,9.6,9.6,9.8,9.2,8.6,7.8,6.6,5.9,5.4,4.7,4.1,3.8,3.8,3.5
Lubuskie,10.3,9.4,9.2,9.5,8.8,8.1,7.3,6.5,5.8,5.1,4.8,4.3,3.8,3.7,3.4
Łódzkie,8.2,7.8,7.9,8.2,7.6,7.0,6.4,5.6,5.3,4.5,4.0,3.6,3.3,3.4,3.1
Małopolskie,7.0,6.6,6.7,6.7,6.4,6.1,5.5,4.8,4.5,4.1,3.7,3.4,3.0,3.0,2.7
Mazowieckie,7.6,6.9,6.8,7.0,6.5,6.0,5.5,4.8,4.4,3.9,3.4,3.0,2.8,2.7,2.5
Opolskie,6.5,6.1,6.0,6.4,6.1,5.6,5.2,4.7,4.3,4.0,3.7,3.4,3.1,3.1,2.9
Podkarpackie,11.9,10.8,11.0,11.3,10.5,9.8,8.9,7.8,7.0,6.2,5.5,4.8,4.4,4.3,4.0
Podlaskie,10.2,9.9,9.8,10.3,9.6,9.0,8.2,7.3,6.7,6.1,5.5,5.0,4.6,4.6,4.3
Pomorskie,9.0,8.6,8.6,8.7,8.0,7.4,6.8,5.9,5.3,4.8,4.3,3.9,3.6,3.6,3.3
Śląskie,5.7,5.2,5.4,5.6,5.3,4.9,4.4,3.8,3.4,3.0,2.8,2.6,2.4,2.3,2.2
Świętokrzyskie,11.7,10.6,10.8,11.1,10.2,9.5,8.6,7.6,6.9,6.3,5.7,5.0,4.6,4.5,4.3
Warmińsko-Mazurskie,14.3,13.2,13.5,14.0,12.8,11.9,10.9,9.6,8.7,8.0,7.4,6.5,6.0,5.8,5.2
Wielkopolskie,8.0,7.5,7.5,7.7,7.0,6.4,5.7,5.1,4.6,4.3,3.9,3.5,3.3,3.3,3.0
Zachodniopomorskie,10.4,9.7,9.7,9.7,8.5,7.7,6.9,6.0,5.4,4.8,4.3,3.9,3.5,3.6,3.3
