year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
2015,35703,2267,1649,3093,296,2562,3510,5306,823,1355,1481,1975,4543,1573,631,3399,1240
2016,29604,2194,1599,2623,146,2046,3172,4060,630,1364,1306,1383,3501,895,549,3026,1110
2017,31865,2068,2055,2732,124,2280,3461,3602,759,1381,1346,1694,3961,1197,630,3508,1067
2018,32070,2219,1866,2542,143,2526,3185,4172,734,1419,1269,1655,4017,1221,664,3167,1271
2019,36974,2637,2246,3345,52,2637,3432,4643,825,1705,1578,1868,4854,1907,937,3110,1198
2020,30731,2073,1765,2832,110,2450,2601,3756,512,1351,1421,1889,4629,977,726,2549,1090
2021,31311,2129,1809,2953,163,2572,2551,4261,543,1274,1272,1759,4536,970,658,2922,939
2022,34424,2279,1822,3021,219,2794,2687,4892,636,1892,1584,2000,5040,876,815,2771,1096
2023,36692,2447,2094,3017,307,3135,2517,5985,589,1601,1867,1946,5343,1140,690,2880,1134
