REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,1123.7,1069.1,892.8,870.0,1037.4,967.9,635.2,871.0,1328.3,1275.8,1221.5,1266.1,1594.2,2325.4,2179.0
Dolnośląskie,1132.0,1127.5,1012.3,902.6,1129.4,955.3,710.9,908.8,1458.0,1111.6,991.4,1208.8,1659.7,2251.9,2078.8
Kujawsko-Pomorskie,1003.4,1012.4,925.5,822.6,988.5,933.1,536.6,718.6,1183.0,1190.1,1131.8,1218.3,1603.4,2145.2,2044.8
Lubelskie,1017.5,1089.8,850.2,935.3,1315.1,1114.2,580.6,842.5,1380.9,1453.5,1376.8,1517.7,1675.9,2420.7,2564.7
Lubuskie,1281.2,874.0,535.6,613.9,851.5,704.9,574.8,892.5,1373.0,1260.5,1204.5,1205.0,1580.9,2516.3,2488.0
Łódzkie,1007.2,862.3,774.5,838.1,958.3,1001.8,642.3,766.2,1078.8,1184.5,1171.9,1158.4,1703.8,2941.1,2202.8
Małopolskie,1061.0,1096.9,813.7,730.4,895.2,924.0,687.2,835.5,1158.3,1170.9,1225.1,1392.0,1572.4,2193.8,1853.5
Mazowieckie,1219.1,1054.3,962.5,883.5,1092.2,953.9,738.3,1012.3,1413.3,1361.8,1183.4,1246.3,1569.6,2367.9,2361.1
Opolskie,1061.3,878.4,614.6,625.1,722.5,569.9,637.9,770.0,1262.1,1337.1,1061.0,986.7,1364.9,1711.4,2028.1
Podkarpackie,1198.7,1181.6,860.5,988.6,1159.4,1113.0,556.0,1032.0,1595.9,1354.4,1305.3,1244.1,1763.8,2928.5,2761.3
Podlaskie,1348.3,1242.1,932.0,988.3,1230.8,1252.3,633.5,1162.2,2045.5,1999.8,1675.8,1323.7,1784.6,2821.4,3212.7
Pomorskie,1254.2,1322.7,1248.8,956.8,1071.3,984.0,684.9,879.6,1519.0,1494.5,1202.5,1161.4,1440.0,2249.0,1893.8
Śląskie,958.4,893.6,791.5,927.3,1117.2,958.0,571.2,681.8,1056.5,1084.3,1148.2,1153.8,1392.9,1911.3,1656.3
Świętokrzyskie,1349.6,1215.0,1072.0,988.5,1010.3,1051.4,495.9,783.1,1389.9,1387.3,1241.8,1138.3,1608.6,2480.7,2356.3
Warmińsko-Mazurskie,1249.1,1075.3,906.2,995.8,1254.5,1233.5,465.6,797.4,1284.1,1139.5,1223.4,1244.1,1458.8,2466.7,2251.6
Wielkopolskie,1087.0,1100.9,790.5,761.3,746.1,776.7,711.9,958.4,1280.5,1194.3,1224.8,1286.1,1617.4,2089.7,2053.6
Zachodniopomorskie,1158.9,1237.1,1065.3,890.8,992.7,1047.4,585.1,890.7,1383.7,1290.9,1611.2,1775.7,1937.1,2407.6,2399.6
