year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,80622,3969,12205,11217,2015,7184,5430,9840,1463,632,5083,2542,6229,1657,2070,6961,2125
2011,102926,4736,14437,14188,2438,8428,7049,14353,2549,930,6416,2877,7017,2964,2624,9312,2608
2012,126164,5591,16717,16948,2760,11579,8484,17071,3152,1142,8055,3231,8407,4509,3246,12048,3224
2013,154944,6557,19552,18458,3218,15011,11184,20834,3178,1562,11081,4016,10640,6178,4022,15666,3787
2014,181295,7494,22316,20607,4240,17456,13429,24409,3562,2069,13072,5014,12192,7786,4752,18297,4600
2015,202783,9623,24162,22329,4606,20074,15462,27056,4131,2460,13785,5479,13620,8630,5342,20260,5764
2016,216582,10609,25425,22547,5257,21095,17000,28379,4471,2741,14247,6350,14920,8885,5948,22355,6353
2017,233846,11566,27395,23991,5708,22521,18330,29888,4688,3159,14913,6992,16518,9227,6831,24873,7246
2018,256812,11783,29293,26020,6850,25257,20337,32143,4798,3882,15936,7643,18432,10887,7747,27445,8359
2019,279113,13322,32347,27937,8344,27359,22563,34178,5291,4419,16758,8312,18933,11692,8613,29999,9046
2020,295524,14412,34050,28908,8716,27884,25195,35960,5958,4797,17562,9134,20319,12423,9145,31683,9378
2021,317034,15880,35956,31272,9441,30387,25688,38513,6451,5453,18663,10001,21222,13657,10117,33973,10360
2022,343983,17038,37721,33952,9591,35952,28671,41108,7827,6339,19402,10853,23313,14510,11002,35757,10947
2023,409888,22372,44572,38735,11189,43898,33879,46172,8426,9811,22268,13448,27933,17367,13271,43027,13520
2024,477292,25808,50453,42733,12852,53222,40427,52379,10442,12295,25384,16700,32786,20497,16091,49809,15414
