year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,5.3,4.2,1.6,9.0,8.1,1.7,6.5,3.7,0.8,9.8,16.9,2.8,0.5,9.7,15.7,2.2,13.8
2011,6.1,4.5,1.8,9.5,10.6,1.9,6.4,4.0,0.8,9.6,20.3,3.3,0.5,10.1,20.9,2.6,17.8
2012,6.7,4.5,1.9,10.0,13.3,2.1,6.3,4.5,0.9,9.1,24.4,3.9,0.5,10.1,26.1,2.8,20.8
2013,6.9,4.1,2.0,9.9,13.9,2.1,5.5,4.9,0.9,8.2,28.5,3.9,0.5,9.5,29.3,2.9,21.2
2014,6.5,3.6,1.9,9.2,13.4,2.0,4.1,4.5,0.7,6.9,28.8,3.7,0.5,7.9,29.3,2.8,20.6
2015,5.8,2.9,1.7,8.5,11.8,1.9,3.3,4.0,0.7,5.9,27.5,3.2,0.4,6.8,28.1,2.3,17.8
2016,5.8,2.8,2.3,9.3,11.3,2.0,3.2,4.5,0.7,5.9,29.0,2.9,0.4,6.7,28.8,2.4,15.1
2017,5.3,2.6,2.0,9.0,9.3,1.9,2.8,4.1,0.6,5.6,27.1,2.6,0.4,5.9,26.1,2.1,12.7
2018,5.0,2.5,1.9,9.2,8.6,2.0,2.3,4.2,0.6,5.3,25.3,2.3,0.3,5.5,23.7,2.1,12.1
2019,4.9,2.4,1.9,9.3,8.5,2.1,2.1,4.1,0.6,4.9,24.3,2.2,0.3,5.2,22.8,2.1,12.1
2020,4.9,2.4,1.9,9.3,9.3,2.1,1.9,3.9,0.6,4.6,25.1,2.2,0.3,4.9,23.4,2.1,12.9
2021,5.3,2.5,2.0,9.5,11.0,2.2,1.9,4.2,0.8,4.5,29.3,2.4,0.3,5.0,25.2,2.2,14.6
2022,5.6,2.6,2.1,9.5,11.6,2.3,1.8,4.3,0.8,4.3,35.4,2.5,0.3,4.8,26.7,2.4,15.7
2023,5.9,2.7,1.9,9.6,12.1,2.3,1.8,4.6,0.8,4.0,40.3,2.6,0.3,4.7,28.0,2.6,17.7
2024,6.2,2.8,1.9,9.6,13.0,2.4,1.7,4.6,0.8,3.8,43.9,3.0,0.3,4.5,28.9,3.0,18.2
