year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,9.2,11.2,8.0,8.0,8.3,10.7,9.4,5.4,10.2,6.9,6.8,4.5,15.7,11.1,5.0,10.4,6.4
2011,8.7,10.4,7.7,7.8,7.8,10.2,8.8,4.7,9.8,6.2,6.5,4.3,15.0,10.8,4.7,9.6,6.2
2012,8.4,10.1,7.6,7.4,7.7,9.8,8.6,4.5,9.9,6.1,6.1,4.1,14.6,10.4,4.6,9.1,6.1
2013,8.1,9.7,7.6,7.3,7.6,9.4,8.2,4.0,9.4,5.5,5.7,4.1,14.3,10.1,4.4,8.8,6.1
2014,7.1,7.5,5.9,6.4,5.8,9.2,8.0,4.0,7.6,5.1,5.5,4.1,12.5,9.6,3.4,6.7,6.2
2015,6.7,7.4,5.6,6.0,6.3,8.7,7.4,3.9,7.4,5.0,5.4,3.9,11.3,9.1,3.3,6.3,6.1
2016,6.5,6.9,5.5,5.7,6.0,8.5,7.1,3.7,7.3,4.9,5.2,3.9,11.0,8.7,3.2,5.9,6.1
2017,6.4,6.7,5.5,5.8,6.0,8.3,7.1,3.4,7.0,4.9,5.1,3.9,10.8,9.1,3.4,5.9,5.9
2018,6.3,7.0,5.5,5.7,5.6,8.1,7.0,3.1,6.9,4.5,5.0,3.8,10.6,9.1,3.3,5.9,6.5
2019,6.1,6.9,5.6,5.5,5.6,8.1,6.8,3.0,6.8,4.2,5.1,3.8,10.4,8.9,3.5,5.8,6.4
2020,6.1,6.7,5.5,5.3,5.4,8.1,6.8,2.9,6.7,4.0,4.9,3.8,10.2,8.8,3.4,5.7,6.3
2021,5.9,6.6,5.4,5.3,5.3,7.9,6.6,2.9,6.7,3.9,4.8,3.7,10.0,8.7,3.3,5.7,6.3
2022,5.8,6.5,5.4,5.3,5.3,7.9,6.4,2.9,6.6,3.8,4.7,3.7,9.6,8.6,3.3,5.4,6.2
2023,5.8,6.4,5.3,5.1,5.2,8.0,6.2,2.8,6.5,3.6,4.6,3.7,9.4,8.7,3.1,5.3,6.2
2024,5.6,6.4,5.4,4.4,5.1,8.0,6.2,2.9,6.5,3.7,4.5,3.6,9.2,8.5,3.1,5.3,6.2
