year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,1.4,2.0,0.7,0.4,0.3,1.5,1.5,2.7,2.6,0.7,1.5,1.0,0.9,0.0,1.0,2.4,0.7
2011,3.0,3.4,1.1,1.1,0.6,3.1,4.3,4.9,3.1,2.2,2.7,2.2,2.2,0.4,2.3,5.9,1.3
2012,3.8,2.3,0.9,0.9,0.2,3.2,6.2,5.3,2.3,1.2,3.0,13.6,2.3,0.5,1.4,6.8,1.2
2013,8.2,5.9,5.1,3.8,2.5,8.0,11.0,8.6,5.5,3.3,7.9,32.9,4.8,3.6,3.5,11.3,3.7
2014,8.2,5.0,9.9,3.3,1.8,6.0,10.6,10.7,3.3,2.4,5.4,30.9,4.8,2.4,2.2,12.2,3.3
2015,10.0,6.9,12.1,3.7,3.4,7.4,11.8,12.7,6.5,2.7,6.2,34.9,6.3,5.1,3.2,15.7,4.3
2016,11.2,6.6,13.4,4.7,5.8,9.6,12.6,15.1,5.3,3.3,9.1,36.7,6.3,7.1,5.4,17.4,4.5
2017,13.1,8.6,14.1,5.6,6.6,11.0,14.6,18.1,6.9,4.0,10.3,37.8,10.1,6.6,5.9,19.9,5.9
2018,13.6,9.1,15.2,6.5,6.4,10.5,15.3,18.7,7.4,3.8,8.9,37.6,10.9,8.6,6.6,20.8,6.6
2019,12.5,8.7,12.2,8.0,5.4,8.6,14.0,16.0,5.7,3.7,7.2,36.0,10.0,8.4,5.9,20.6,5.2
2020,8.3,6.3,9.0,6.0,3.1,6.8,7.9,10.2,4.0,3.0,5.3,21.8,7.0,4.5,5.2,13.6,3.2
2021,7.8,5.2,9.4,4.2,2.2,5.1,7.2,10.2,4.1,1.8,4.3,24.5,6.6,4.7,3.8,13.1,1.9
2022,12.4,8.0,14.8,8.0,6.3,7.4,11.2,15.0,6.3,3.3,7.2,36.2,12.0,8.2,7.8,20.2,4.1
2023,10.0,6.8,9.6,7.6,6.9,6.5,10.3,12.0,4.5,4.2,7.5,22.1,11.1,8.1,6.8,15.0,4.3
