year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,0.055,0.000,0.000,0.242,0.000,0.073,0.071,0.060,0.000,0.000,0.000,0.000,0.002,0.000,0.245,0.090,0.025
2011,0.053,0.000,0.000,0.197,0.000,0.000,0.072,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.268,0.107,0.000
2012,0.041,0.013,0.016,0.164,0.000,0.011,0.082,0.054,0.012,0.000,0.008,0.011,0.002,0.000,0.163,0.065,0.000
2013,0.045,0.000,0.019,0.136,0.001,0.066,0.058,0.052,0.000,0.000,0.010,0.011,0.001,0.000,0.183,0.088,0.020
2014,0.060,0.000,0.011,0.186,0.000,0.059,0.053,0.098,0.000,0.000,0.000,0.011,0.003,0.000,0.159,0.078,0.000
2015,0.045,0.048,0.008,0.157,0.006,0.049,0.063,0.055,0.020,0.026,0.018,0.007,0.003,0.003,0.153,0.075,0.017
2016,0.042,0.027,0.011,0.169,0.002,0.048,0.051,0.049,0.018,0.027,0.016,0.016,0.005,0.004,0.122,0.073,0.015
2017,0.048,0.037,0.012,0.166,0.000,0.053,0.065,0.062,0.020,0.012,0.016,0.010,0.005,0.005,0.156,0.075,0.000
2018,0.048,0.000,0.018,0.198,0.017,0.000,0.063,0.042,0.000,0.027,0.014,0.012,0.003,0.000,0.158,0.000,0.000
2019,0.060,0.048,0.025,0.187,0.011,0.000,0.000,0.076,0.011,0.045,0.026,0.016,0.000,0.000,0.211,0.088,0.035
2020,0.056,0.000,0.024,0.235,0.011,0.000,0.051,0.048,0.015,0.033,0.022,0.016,0.005,0.007,0.233,0.087,0.024
2021,0.054,0.000,0.037,0.172,0.007,0.062,0.053,0.045,0.019,0.026,0.016,0.033,0.012,0.000,0.253,0.081,0.027
2022,0.051,0.000,0.036,0.180,0.000,0.056,0.052,0.043,0.031,0.023,0.022,0.030,0.000,0.015,0.230,0.000,0.024
2023,0.052,0.000,0.058,0.156,0.003,0.073,0.058,0.042,0.020,0.023,0.025,0.020,0.009,0.023,0.000,0.080,0.021
