REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,79.80,81.81,85.55,69.22,70.13,73.48,78.06,81.71,76.93,82.53,69.47,79.55,89.62,100.82,129.21
Dolnośląskie,85.63,85.35,94.04,72.46,73.77,82.02,79.98,86.25,90.44,102.65,88.73,116.13,112.89,136.15,158.26
Kujawsko-Pomorskie,72.42,75.86,72.75,64.99,57.48,59.63,66.05,70.57,66.16,71.58,58.49,67.25,83.44,104.57,140.29
Lubelskie,58.04,63.52,68.71,61.45,62.95,60.13,65.77,69.32,65.13,66.45,61.86,74.69,83.33,85.32,108.56
Lubuskie,82.45,78.06,81.41,57.82,71.72,77.83,73.39,75.43,72.70,72.25,64.34,78.96,86.14,90.09,105.08
Łódzkie,82.62,79.22,90.08,76.91,74.93,86.43,86.65,89.91,74.97,88.60,64.87,79.24,95.96,121.60,116.64
Małopolskie,68.92,75.21,74.58,64.51,64.32,60.95,69.79,66.98,58.48,71.81,54.03,59.05,72.28,75.56,107.88
Mazowieckie,123.80,123.24,128.16,105.70,103.27,115.19,113.17,121.16,110.82,107.68,97.69,104.95,107.91,132.57,191.66
Opolskie,86.16,87.23,93.49,75.16,74.20,80.41,82.87,86.36,77.36,83.04,80.99,80.74,95.76,101.75,133.90
Podkarpackie,54.87,56.40,59.34,49.81,53.71,48.55,47.66,56.27,51.71,54.48,42.35,47.38,61.61,73.03,92.26
Podlaskie,54.22,64.20,68.49,48.53,47.20,55.57,60.67,59.54,53.63,50.72,47.01,57.04,67.61,63.27,109.64
Pomorskie,91.64,95.62,91.01,66.86,73.56,65.78,78.85,75.57,81.44,97.64,80.00,86.60,100.21,100.51,126.48
Śląskie,83.90,86.75,90.97,72.41,77.77,80.18,93.47,100.28,94.22,97.41,78.84,94.23,106.80,109.89,138.57
Świętokrzyskie,46.68,48.08,49.01,47.26,49.42,48.58,62.12,55.85,55.51,49.79,45.04,49.56,57.98,90.68,81.46
Warmińsko-Mazurskie,62.14,62.84,64.48,48.56,50.13,51.94,57.11,53.07,53.50,55.24,54.42,58.47,65.29,67.86,109.89
Wielkopolskie,64.78,67.54,68.99,55.70,51.43,56.14,60.08,62.38,62.23,74.50,59.69,69.99,85.17,91.27,111.25
Zachodniopomorskie,75.56,73.63,86.20,58.97,63.33,58.89,66.94,81.87,74.20,78.39,59.57,59.41,71.24,68.55,94.57
