year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,47.0,48.42,42.97,51.82,40.96,53.23,42.78,45.92,43.13,44.91,49.61,38.27,56.07,50.25,41.17,45.36,45.17
2011,46.86,48.38,43.0,52.0,41.24,52.92,42.91,46.07,43.21,44.89,47.45,37.41,55.27,50.44,43.25,45.19,44.96
2012,49.0,50.84,45.35,54.65,44.34,52.02,44.58,49.53,49.23,47.42,48.81,39.6,56.33,51.66,46.18,46.55,48.72
2013,48.78,51.8,46.08,53.35,43.75,53.43,44.24,49.89,49.08,47.81,48.96,41.2,56.31,48.9,46.13,42.28,48.89
2014,48.89,51.25,47.33,52.93,43.55,53.08,44.46,49.01,48.53,48.32,49.44,40.54,56.17,49.95,45.98,45.11,48.69
2015,48.65,51.1,47.2,52.84,43.24,52.07,44.06,48.47,46.22,48.17,49.91,41.19,55.85,50.22,46.32,45.34,48.34
2016,48.55,51.31,47.31,52.76,42.73,51.41,44.11,48.9,47.74,48.61,50.77,39.38,55.75,50.38,47.04,44.3,47.85
2017,48.2,50.43,47.02,52.63,43.28,51.59,44.19,48.38,46.15,48.0,50.35,39.82,55.17,49.09,46.79,44.71,46.29
2018,47.31,50.53,46.16,51.89,42.18,50.79,43.68,47.69,44.78,46.66,49.83,39.0,54.46,46.08,44.86,43.11,46.1
2019,43.46,45.35,42.79,47.36,39.32,46.91,40.31,44.31,39.07,43.95,43.16,35.98,51.55,43.34,43.87,37.42,40.54
2020,43.99,45.71,42.3,52.2,42.0,47.57,39.44,44.03,42.08,43.15,46.7,36.53,51.38,45.05,46.05,37.09,41.55
2021,44.44,46.26,42.72,51.86,41.09,48.5,40.28,45.48,46.13,43.47,48.42,33.54,50.81,46.34,46.74,37.63,42.74
2022,43.47,46.26,41.85,51.4,39.42,46.92,39.63,43.03,44.8,41.85,46.29,33.16,49.81,44.15,46.37,39.01,41.5
2023,42.83,45.29,41.87,47.58,38.62,48.03,39.12,42.13,43.02,41.93,46.53,33.0,49.36,44.66,45.8,38.16,40.64
