year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,8.6,7.1,9.6,9.2,6.6,8.5,11.6,8.9,7.0,10.7,4.3,6.7,8.7,7.0,6.5,10.3,8.0
2011,10.0,7.2,9.6,9.3,7.8,10.0,15.2,11.1,8.1,11.7,6.0,7.9,10.2,8.0,8.6,11.2,10.2
2012,10.5,8.2,9.7,10.4,10.5,11.4,14.5,12.2,8.8,12.1,5.3,8.5,10.2,7.8,8.4,11.8,9.6
2013,13.5,11.0,14.1,13.0,12.5,12.9,15.6,14.6,12.9,15.1,7.3,12.8,13.8,16.4,13.9,14.0,12.4
2014,19.8,17.1,18.6,20.0,21.4,26.1,21.6,17.7,23.6,18.6,13.9,18.9,23.5,25.9,14.1,18.3,17.7
2015,23.4,20.2,21.6,22.7,18.8,27.4,23.9,25.0,28.0,23.5,18.5,22.3,30.7,26.3,13.9,18.4,19.9
2016,25.2,21.3,23.8,25.9,21.5,27.5,27.3,26.4,27.2,24.4,19.2,23.8,34.7,27.3,16.9,20.2,19.8
2017,27.1,22.5,25.8,28.6,22.4,27.6,30.3,26.5,31.8,24.4,25.3,27.2,35.9,28.0,18.0,24.2,22.8
2018,28.9,24.3,28.6,32.6,23.3,30.6,32.5,26.4,32.9,27.4,26.9,28.9,39.1,27.9,19.5,25.9,23.1
2019,31.2,27.5,30.2,39.2,26.3,32.6,33.2,28.1,35.3,29.5,31.5,32.3,39.3,29.5,22.1,29.0,26.5
2020,37.9,33.9,35.8,47.9,32.5,38.7,39.8,36.5,39.8,37.2,37.5,43.4,44.2,31.1,30.6,34.9,32.2
2021,39.8,35.9,37.2,50.0,36.3,39.4,41.1,37.5,41.7,39.6,38.6,44.0,45.3,32.3,37.1,38.9,35.2
2022,39.9,37.2,36.2,48.5,36.2,39.6,41.5,38.1,42.4,39.9,40.1,43.0,44.5,33.6,38.0,39.8,35.1
2023,40.7,37.4,37.4,49.1,37.2,40.4,42.8,38.5,43.7,40.0,40.5,44.4,44.9,35.0,39.2,40.8,35.5
2024,42.0,38.2,38.7,50.3,36.9,41.4,44.0,39.6,46.4,41.3,42.2,45.6,46.3,36.3,41.2,43.1,37.7
