year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,4.0,4.3,2.6,7.5,2.6,4.2,2.6,2.7,1.5,6.2,4.3,2.7,4.5,0.8,2.3,6.3,3.0
2011,7.4,16.1,1.6,10.0,0.9,7.3,7.3,6.2,5.4,9.2,7.8,3.8,5.9,11.0,11.7,6.0,13.7
2012,7.2,7.5,4.6,7.5,1.4,7.6,5.1,12.6,12.5,4.7,2.8,6.1,9.4,9.6,2.4,4.5,5.7
2013,5.3,5.4,5.4,9.2,1.2,6.2,5.0,5.5,6.0,9.5,4.7,4.3,6.6,5.8,3.4,3.3,4.0
2014,6.6,6.4,4.4,6.3,4.0,9.1,5.5,5.8,8.2,12.0,8.6,4.8,8.7,5.0,3.3,3.8,7.1
2015,8.2,7.1,5.4,23.8,5.6,8.2,5.6,4.7,11.5,21.1,9.1,7.4,7.4,8.6,4.8,6.3,11.4
2016,10.1,5.4,9.4,18.9,10.4,5.8,9.6,7.5,8.6,24.3,11.1,12.1,7.2,12.3,5.2,11.5,14.8
2017,8.7,4.8,12.7,12.7,2.8,7.1,11.8,10.1,11.1,11.6,10.8,7.7,7.3,4.7,5.6,9.7,5.0
2018,21.0,25.6,22.2,33.1,17.7,20.4,21.0,15.1,11.5,32.8,38.9,16.6,18.6,24.0,26.9,17.8,18.8
2019,20.5,12.1,18.0,33.5,19.1,14.6,21.0,18.4,16.5,35.3,23.2,19.9,16.9,32.0,14.9,17.8,45.7
2020,14.3,17.3,11.5,18.9,16.8,9.8,15.6,12.2,11.4,19.7,19.3,16.2,14.5,25.9,10.4,12.2,11.6
2021,12.8,10.0,13.5,12.8,7.3,8.1,17.4,12.9,11.5,22.8,26.9,10.4,12.4,11.9,8.2,9.0,13.0
2022,10.4,10.6,12.9,16.4,9.2,5.4,8.5,12.5,17.2,12.0,18.5,6.6,8.1,7.1,7.7,12.2,12.1
2023,,,,,,,,,,,,,,,,,
2024,10.3,11.2,13.6,12.4,18.3,5.3,6.2,7.9,12.1,12.0,22.0,14.0,11.5,7.0,7.7,9.1,15.9
