year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,81.0,82.0,83.0,80.0,82.0,82.0,83.0,82.0,82.0,81.0,81.0,82.0,82.0,80.0,80.0,81.0,80.0
2011,75.0,75.0,75.0,74.0,77.0,76.0,77.0,76.0,75.0,75.0,77.0,75.0,76.0,76.0,73.0,75.0,73.0
2012,80.0,80.0,80.0,80.0,82.0,80.0,82.0,81.0,80.0,80.0,82.0,80.0,81.0,78.0,78.0,80.0,78.0
2013,81.0,81.0,82.0,80.0,83.0,81.0,84.0,81.0,81.0,81.0,82.0,81.0,82.0,79.0,80.0,81.0,79.0
2014,71.0,69.0,71.0,70.0,74.0,71.0,73.0,71.0,70.0,71.0,73.0,71.0,71.0,71.0,68.0,70.0,67.0
2015,74.0,73.0,73.0,73.0,76.0,74.0,77.0,75.0,75.0,75.0,75.0,73.0,76.0,75.0,71.0,73.0,70.0
2016,79.0,77.0,79.0,79.0,82.0,80.0,82.0,82.0,79.0,80.0,81.0,79.0,78.0,80.0,76.0,78.0,76.0
2017,78.5,76.1,78.0,77.8,79.8,79.5,82.6,80.3,77.6,77.9,80.4,78.1,77.3,78.3,74.1,78.0,74.2
2018,79.7,77.1,78.2,79.3,79.7,79.3,83.2,81.2,78.4,80.6,81.2,77.4,79.2,80.0,77.4,79.3,76.8
2019,80.5,78.7,78.3,80.1,79.5,79.9,84.8,81.9,80.3,81.0,83.8,78.6,79.8,79.9,77.3,80.5,77.0
2020,74.0,72.3,71.4,71.6,72.2,72.5,77.9,76.7,73.6,75.2,75.8,72.0,73.7,73.4,69.1,73.9,70.8
2021,74.5,71.6,70.1,73.1,72.2,72.8,78.1,79.2,72.9,74.7,81.5,71.5,72.8,74.5,71.6,74.2,70.0
2022,78.2,74.8,76.1,77.1,77.2,77.0,82.1,81.8,76.5,78.8,76.2,76.3,77.7,77.9,75.6,77.8,75.7
2023,,,,,,,,,,,,,,,,,
2024,84.1,82.6,82.8,83.1,83.1,83.4,87.0,85.5,81.0,84.1,82.4,83.1,84.3,85.8,84.4,83.0,82.7
