year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,24.3,23.5,22.9,23.8,27.1,23.9,24.1,22.1,23.8,25.8,29.9,25.9,23.5,27.7,26.2,24.8,25.0
2011,22.7,22.4,22.6,24.5,19.5,19.7,24.3,19.0,20.5,25.6,26.9,26.0,21.4,25.7,22.6,24.2,25.4
2012,19.1,20.1,20.3,19.6,12.7,17.7,18.7,17.2,14.8,19.6,20.8,23.9,18.6,22.8,19.0,18.0,21.6
2013,18.2,17.9,17.8,20.7,13.6,18.1,16.7,15.9,14.5,21.5,21.3,19.0,20.4,21.0,19.9,17.2,17.9
2014,20.3,20.5,19.8,25.9,17.9,20.0,19.0,18.1,15.9,23.8,24.1,20.5,22.6,20.7,23.2,16.4,18.9
2015,18.9,18.1,18.7,22.7,14.8,20.2,19.1,16.0,12.7,22.9,24.2,18.8,19.7,21.2,22.5,16.7,19.7
2016,11.8,12.9,10.3,11.7,11.3,12.4,13.1,11.5,12.8,11.4,12.5,12.1,11.5,9.9,8.8,13.6,10.9
2017,14.5,15.0,12.5,15.1,15.3,13.5,14.4,14.3,14.1,17.8,19.5,13.8,12.5,14.0,13.4,16.1,14.7
2018,19.7,21.2,18.4,21.5,20.9,17.4,17.8,17.8,20.0,24.0,28.6,20.9,17.4,21.5,19.1,19.4,20.2
2019,17.5,15.5,16.9,20.9,18.0,17.1,16.6,15.7,19.4,19.5,26.2,19.0,16.2,20.1,16.0,16.9,17.7
2020,15.6,13.2,14.9,18.5,16.0,15.6,15.9,13.0,14.7,17.3,21.2,14.8,15.4,16.8,15.7,16.1,19.5
2021,15.2,14.6,15.0,19.0,15.1,14.6,16.9,13.1,12.7,15.9,16.6,13.5,14.6,14.8,15.2,15.9,19.9
2022,17.0,17.4,17.3,18.6,17.2,18.3,17.3,15.0,15.4,19.7,19.5,15.2,16.0,17.8,15.9,17.6,20.0
2023,22.8,21.7,21.6,25.2,24.5,27.6,22.2,20.2,18.4,29.0,27.5,21.8,20.4,25.0,24.4,21.9,23.2
2024,18.9,17.7,18.4,23.2,21.3,19.6,17.2,17.6,17.8,24.5,26.8,16.5,15.6,21.2,20.0,18.8,20.5
