year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,61.6,60.7,61.5,63.2,60.1,61.0,62.8,61.6,60.9,63.5,63.5,61.9,62.1,63.0,61.7,60.3,60.1
2011,61.9,61.1,62.0,62.8,60.2,60.9,62.6,61.7,61.5,63.1,62.9,62.4,61.8,62.8,62.2,60.6,60.4
2012,62.1,61.7,61.9,62.4,60.5,60.9,62.8,61.5,62.0,62.7,62.7,62.3,62.0,62.5,62.2,60.8,60.6
2013,62.1,62.2,62.0,61.7,61.1,61.3,63.3,61.9,62.3,62.1,62.0,62.4,62.4,61.7,62.2,61.4,61.3
2014,62.2,62.2,62.3,61.5,61.2,62.5,63.1,62.9,62.4,61.7,61.7,62.5,62.1,61.5,62.4,61.4,61.1
2015,62.4,62.3,62.9,61.3,61.5,62.9,63.2,63.6,62.4,61.3,61.3,62.8,62.2,61.2,62.7,61.6,61.6
2016,63.0,62.7,63.3,62.3,62.2,63.8,63.5,64.5,63.0,62.4,62.3,63.5,62.6,62.0,63.2,62.4,62.4
2017,63.1,62.9,63.5,62.6,62.9,62.9,63.4,63.5,63.2,63.0,62.8,63.8,62.7,62.6,63.7,63.1,62.9
2018,63.3,63.3,63.8,62.8,63.8,62.7,63.5,63.2,63.6,63.1,62.9,64.1,62.6,62.7,64.0,64.1,63.9
2019,63.3,63.1,63.5,62.9,64.2,62.7,63.3,63.1,63.5,63.3,63.2,63.9,62.4,62.9,63.6,64.5,64.2
2020,63.1,62.9,63.4,62.3,64.6,62.5,63.5,62.7,63.1,62.6,62.6,63.7,62.7,63.0,63.5,64.9,64.8
2021,63.1,63.0,62.6,62.1,64.5,62.6,63.6,63.0,63.5,62.6,62.5,63.1,62.6,63.0,62.9,64.8,64.5
2022,63.7,64.3,63.1,62.3,65.1,62.4,64.2,63.9,64.7,62.7,62.7,63.5,63.3,63.0,63.3,65.5,65.3
2023,64.6,65.7,64.3,62.9,66.2,63.0,65.0,65.1,66.0,63.2,63.0,64.6,64.1,63.4,64.5,66.3,66.1
