REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,2485,2451,2424,2387,2354,2327,2290,2260,2239,2212,2170,2133,2092,2054,2021
Dolnośląskie,2190,2168,2157,2129,2116,2088,2051,2035,2017,2003,1984,1957,1933,1908,1884
Kujawsko-Pomorskie,2560,2527,2491,2429,2404,2338,2244,2226,2192,2159,2100,2068,2035,2002,1970
Lubelskie,2426,2396,2343,2300,2276,2234,2203,2183,2161,2136,2054,1985,1937,1905,1870
Lubuskie,1704,1650,1640,1620,1607,1592,1580,1559,1546,1529,1494,1472,1445,1412,1380
Łódzkie,2725,2706,2640,2571,2506,2447,2399,2342,2285,2235,2176,2133,2090,2045,1987
Małopolskie,3982,3859,3822,3730,3658,3602,3502,3443,3436,3413,3378,3309,3173,3031,2989
Mazowieckie,2852,2814,2792,2746,2685,2651,2616,2596,2577,2554,2566,2537,2497,2466,2419
Opolskie,1824,1803,1787,1763,1752,1734,1724,1704,1697,1684,1629,1604,1574,1554,1533
Podkarpackie,2790,2748,2707,2668,2592,2557,2506,2482,2457,2378,2310,2261,2215,2182,2149
Podlaskie,1645,1631,1619,1608,1585,1572,1565,1555,1539,1514,1471,1444,1421,1399,1379
Pomorskie,2493,2465,2448,2423,2412,2398,2382,2371,2360,2352,2345,2313,2276,2221,2218
Śląskie,3283,3183,3127,3063,3005,2966,2989,2915,2878,2831,2720,2662,2593,2546,2505
Świętokrzyskie,2474,2448,2430,2372,2341,2297,2267,2231,2205,2177,2104,2057,2003,1968,1932
Warmińsko-Mazurskie,1675,1661,1645,1626,1605,1553,1543,1531,1523,1505,1457,1431,1415,1391,1368
Wielkopolskie,2292,2286,2280,2254,2233,2216,2179,2118,2109,2081,2055,2027,1993,1962,1927
Zachodniopomorskie,1781,1760,1728,1727,1716,1784,1690,1678,1658,1644,1598,1575,1551,1520,1491
