REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,934863,,886667,868517,,840373,,806666,,778752,,755689
Dolnośląskie,,,,129168,,120708,117257,,111099,,104226,,97918,,92027
Kujawsko-Pomorskie,,,,44801,,43077,43389,,42135,,40236,,39490,,38307
Lubelskie,,,,21764,,21357,20982,,20368,,19942,,19272,,19658
Lubuskie,,,,29613,,28198,27446,,26011,,24833,,23613,,22775
Łódzkie,,,,93351,,86191,83193,,80619,,76567,,70823,,68281
Małopolskie,,,,35174,,33034,32307,,30971,,31013,,30405,,30064
Mazowieckie,,,,128100,,125663,125194,,124267,,122674,,121440,,120290
Opolskie,,,,23721,,22614,21981,,21322,,21142,,20357,,19570
Podkarpackie,,,,17230,,16586,16150,,15275,,14768,,14165,,13762
Podlaskie,,,,16352,,15506,15160,,14490,,13685,,13194,,13009
Pomorskie,,,,55975,,54937,53538,,51854,,49958,,48064,,46931
Śląskie,,,,181586,,167830,164967,,161425,,156077,,151237,,147216
Świętokrzyskie,,,,13192,,12301,11870,,11321,,10935,,10664,,10559
Warmińsko-Mazurskie,,,,33174,,31545,30778,,28636,,26990,,25317,,23979
Wielkopolskie,,,,55459,,53488,52100,,50864,,49552,,48211,,46662
Zachodniopomorskie,,,,56203,,53632,52205,,49716,,44068,,44582,,42599
